R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R1_7,R1_8,R1_9,R1_10,R1_11,R1_12,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R2_7,R2_8,R2_9,R2_10,R2_11,R2_12,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R3_7,R3_8,R3_9,R3_10,R3_11,R3_12,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R4_7,R4_8,R4_9,R4_10,R4_11,R4_12
0.010126879675453759,-0.8421761832575375,0.00091235781359654,0.26490066225165565,0.0076614732093604814,0.6870491240123668,0.007808870095541525,1.094570928196147,0.013781621931521876,0.6306760847628659,0.03020600495378481,2.721100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000',0.005732672852985031,-0.6154603643525357,0.013778488747797165,0.543596434007393,0.03034321207174349,-1.404297149276787,0.001513306198744319,-0.38623459889536904,0.015004448819074855,-0.9057150620414817,0.015879544130047114,-1.715900'
0.010091092290102757,-0.8798169980644026,0.0010377164261378352,-0.5790052689479473,0.007453830970965838,0.702543206407194,0.007127654873248914,1.1013215859030836,0.021881455029233624,-0.2522577064729328,0.030560665978032992,2.731600',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000',0.005766184671289993,-0.6174745291756715,0.012477213488865957,0.5408621342419817,0.030025882310551696,-1.3993842709207949,0.0014685736977275877,-0.35208788113513134,0.014381929393355836,-0.8466683600033866,0.015534052974227452,-1.679100'
0.009416417523953011,-0.9325748391308403,0.001389436751519106,-1.7969451931716083,0.0075830706431278035,0.6946373992775771,0.00583224367580657,1.2503125781445361,0.021906716818443705,-0.254317031611607,0.03032986764045762,2.710700',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000',0.005725583107697646,-0.5910165484633569,0.013357537190722924,0.5409206469410938,0.02997556991052292,-1.3993842709207949,0.0016408115782228204,-0.3454231433506045,0.014446712578319242,-0.8729812309035356,0.01588615346977421,-1.708200'
0.009509988340754293,-0.8826125330979699,0.0013324782376323034,-0.5451670937142234,0.008118734873782089,0.8173941474579042,0.004466556878698588,1.7695983011856307,0.021320916031836393,-0.2525890376357666,0.02999544069301466,2.702300',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000',0.005296015489786104,-0.6406970784213224,0.013311980915944158,0.5390254420008624,0.030053404900508205,-1.380071763731714,0.0013937903850764076,-0.3492595697122101,0.014179509757629641,-0.8555783709787816,0.01552011795289644,-1.668800'
0.0093419790235203,-0.835421888053467,0.0012835711619553615,-0.6840413160954921,0.008299299290160931,0.7876496534341525,0.003912361536634767,1.9000570017100513,0.021831963741474617,-0.25210507739625876,0.03047600471768553,2.718000',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000',0.005286924009455135,-0.6178560395427866,0.013264640183370386,0.5417705060136526,0.03010053578953705,-1.4092446448703495,0.0013824254737883144,-0.3176821907363873,0.013834913511038185,-0.8316008316008316,0.015453060555908399,-1.664500'
0.009738805243372744,-0.8389261744966443,0.0007659909809157944,-0.7311544929443592,0.008969679791401126,0.8634087376964256,0.003932221091490201,1.8556318426424196,0.021336337489651875,-0.25330563858351485,0.031136934008382064,2.713100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000',0.005335564310623748,-0.624687656171914,0.012576828702335391,0.5383290267011197,0.029604367236254696,-1.4054813773717498,0.0018970530040403433,-0.3169371196754564,0.013747631970393099,-0.8159268929503917,0.015385207123350897,-1.708000'
0.009582399049426014,-0.9655305590421936,0.000977745342705609,-0.7638835841417768,0.009513833589731149,0.8314625426124552,0.003775389969468422,2.0631318341242006,0.021486939164029144,-0.25194628505202693,0.03092193756860805,2.727400',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000',0.005639703058354571,-0.6106870229007634,0.012354754418369049,0.5376922249704269,0.029837564299951064,-1.3776002204160354,0.0013512779440900643,-0.3572194041580339,0.013486031168915237,-0.8141996417521576,0.015899211717083066,-1.714300'
0.009203331974307978,-0.8839388314328649,0.001216852482068766,-0.5451373746184038,0.009288328286674963,0.8259002312520647,0.003205024452734062,1.6225864027259453,0.021072461874648354,-0.2519653295706511,0.03101082898148033,2.720400',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000',0.005793383608316286,-0.5535566011624689,0.01344519737549747,0.5340739158299509,0.030193327878405427,-1.3896609227348526,0.0016427520301950966,-0.3305348053149997,0.013636555787831555,-0.8438818565400843,0.015990687023877292,-1.700400'
0.008922564630596902,-0.8242664029014177,0.001088084818387763,-1.6630633627141196,0.009197542048862861,0.8296689620841284,0.00399603912601829,1.9409937888198758,0.021687222539096638,-0.25322225317160874,0.03116643499616653,2.711100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000',0.005314405546538781,-0.5872680291284942,0.01262701195651762,0.5405697605275961,0.029979074605925065,-1.3952839402818473,0.0015466138590830621,-0.32387614976033163,0.013646362698486346,-0.8519338899301414,0.015571885272578067,-1.679100'
0.00932108915062507,-0.8039231449473431,0.0013514850387903237,-0.5160757599215565,0.009108596328871335,0.8058017727639,0.0034039644612494386,1.6246953696181965,0.021781794340654193,-0.2519272434121026,0.030742177652896222,2.719200',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000',0.00504584656186107,-0.5577555914998048,0.01352323562344821,0.5356760231412042,0.029965419905429135,-1.4007564084605688,0.0016880155621530706,-0.3406806799986373,0.013269480592721159,-0.8039877793857533,0.01592354152302305,-1.708200'
