1686748815.1614938 ,b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,4,176.844600,-1.893900,75.473500,1.889600,43.253300,-0.846500,138.057800,-0.543000,64.800200,-0.919600,65.726000,-1.202600',b'Port,1,104.172600,-1.107200,262.207800,-2.043300,105.046800,1.739700,78.425600,1.210500,22.858300,-3.634500,33.916800,-3.139600'
1686748815.1617968 ,b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,4,183.634700,-1.882200,72.839400,1.879000,44.327600,-0.850000,142.005700,-0.514500,67.279000,-0.934400,64.567400,-1.212400',b'Port,1,105.162700,-1.229400,365.068100,-1.973600,100.167200,1.888300,78.501100,1.214100,23.099100,-3.636400,36.479500,-2.746900'
1686748815.1648467 ,b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,4,160.903700,-2.141100,77.816100,1.850100,43.647100,-0.841400,136.185500,-0.501700,65.812500,-0.924200,65.938100,-1.229000',b'Port,1,106.666600,-1.123600,344.634100,-1.981500,99.463300,1.967500,81.495400,1.231300,23.318200,-3.626200,34.843500,-3.111700'
1686748815.1650984 ,b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,4,194.234600,-1.804300,75.520900,1.892400,44.270000,-0.836800,144.540200,-0.532200,65.800100,-0.959400,64.660400,-1.166000',b'Port,1,112.797300,-1.185700,303.374900,-1.960100,97.410300,1.990800,74.404600,1.226700,22.927300,-3.625200,35.115200,-3.093300'
1686748815.1910303 ,b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,4,195.290900,-1.832300,71.611300,1.887300,43.932200,-0.833100,139.828300,-0.563900,64.952500,-0.906800,64.574600,-1.159500',b'Port,1,102.986500,-1.139900,339.149300,-1.988600,99.133100,1.953000,77.976900,1.218000,19.263800,-3.804500,33.894400,-3.111400'
1686748815.401518 ,b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,4,176.902900,-1.912600,72.858600,1.905400,43.339400,-0.848200,130.864500,-0.548900,64.886600,-0.890100,65.348400,-1.180700',b'Port,1,109.445100,-1.180900,459.076900,-1.845800,96.822500,1.919200,75.812900,1.233300,23.166600,-3.610200,34.647700,-3.120300'
1686748815.6121442 ,b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,4,187.069500,-1.973000,73.357200,1.860700,44.125000,-0.842200,128.929800,-0.539600,65.411800,-0.928700,64.684000,-1.158100',b'Port,1,103.926700,-1.186700,443.450100,-1.823900,101.496100,1.941000,79.356100,1.248100,22.927000,-3.626300,34.096000,-3.101200'
1686748815.8228283 ,b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,4,178.099700,-1.752100,73.169700,1.894200,42.372800,-0.840400,138.352400,-0.563200,64.801300,-0.934600,64.756200,-1.209000',b'Port,1,110.465000,-1.194200,451.803600,-1.809900,102.491700,1.862700,77.922800,1.238400,23.086400,-3.623800,34.149800,-3.123800'
1686748816.0335295 ,b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,4,172.819400,-1.954600,75.492700,1.875400,43.062100,-0.832000,141.766900,-0.514200,64.281100,-0.905400,65.283300,-1.169700',b'Port,1,107.613800,-1.160000,358.121700,-1.880300,98.994600,1.860300,72.181300,1.263000,19.616100,-3.803200,33.782700,-3.114500'
1686748816.2442188 ,b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,4,172.362900,-2.024100,74.578900,1.878100,43.055700,-0.831400,141.825800,-0.512300,65.115100,-0.928900,63.447500,-1.179900',b'Port,1,109.608300,-1.158900,374.883200,-1.751800,99.568200,1.800100,70.609900,1.274700,23.050600,-3.620200,34.445800,-3.139700'
