R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,class
0.000828791074782,0.0010562635690258,0.00114579640527,0.0006636607700628,0.0006086053510164,0.0006653410411762,0.0002163616767562,0.0005380780336906,6.274399492596843e-05,0.0003492676573224,0.0004588042423609,0.0012748518016651,0.0006123727213917,0.0009950302220529,0.0006976805192529,0.0057088052612349,0.0004256993143559,0.0007912700129,1
0.0001735550883722,0.0008328712286133,0.000649914048867,0.0006431218885763,0.0008886497828539,0.0001100265101174,0.0004311898597943,0.0012779511886543,0.0008865939109971,0.0007075885403771,0.0010635499830736,0.0007978445431821,0.0002278534636096,0.0010874798122966,0.000344974283547,0.0012374226811905,0.0010935801704169,0.0002971904918538,1
0.0003847064564707,0.0002766584713972,0.0004214682081051,0.0015817368862939,0.0004587390383159,0.0005435851167047,0.0005268547896526,0.0016304529479812,0.0001724960618286,0.0004961393905602,0.0004276287149603,0.0016513487556096,0.0009027230188502,0.0003865534297049,0.0004663020526569,0.000155428378875,0.0011148683412955,0.0005206170603295,1
0.0006455817931473,0.0016567765391164,0.0009539869212209,0.0018820068290499,0.0008283923869414,0.0013036585874598,0.0004286959279931,0.0011074003356308,0.0003511428664431,0.0002323244049747,0.0004087735057539,0.0012620978388341,0.0001082758267785,0.0011774660318711,0.0002782340739302,0.0067712187990701,0.001556948747894,0.0006540046996777,1
0.0006755455875051,0.0005580016799198,0.0017422959592846,0.0022983343740957,0.0004146460790465,0.0002216440170123,9.83251133046985e-05,0.0006697009925705,0.0003322148986555,0.0004294232202017,0.0006044773881934,0.0011600543183834,0.0004367381703133,0.0003841833556556,0.0004112338900151,0.0007900288249917,0.0017926052523692,0.0007545557055276,1
0.0004441339060173,0.000167495532266,0.001217136996802,0.0013548264812758,0.0002638358139176,0.0006859780932895,0.000263193799912,0.0010658713844976,6.089583509817076e-05,0.0011159930848604,0.0001984637673928,0.0005149825415768,0.0009360478971964,0.0004683194534374,0.0002654219368735,0.0001735099903321,0.0001167535943878,0.0012044203672783,1
0.0010627311041627,0.0007204966008411,0.0013509073774672,0.0024748328064826,0.0006025699366771,0.0009334245226863,0.0003821778980788,0.0003746009329436,0.0003898614046605,0.0006370232159925,0.0007506741616977,0.0001939497191171,0.0001188932248719,0.0004803705463105,0.0003267080640632,0.0049396742284846,0.0001110442871267,0.0007420405209035,1
0.0008057401573401,0.0012505599382123,0.0001239277430866,0.0022703465048242,0.0002529636973821,0.0007169373583152,7.80018904694178e-05,3.139223074183646e-05,0.0004514502704503,0.000858760442849,0.000279934165083,0.0007503200490169,0.0010195633821772,0.0003686631731407,0.0004171574002033,0.0001971134625695,0.0010245454450451,0.000496035879664,1
0.00042926056348,0.0006636604177065,0.0011558284440826,0.0028363363043956,0.0004736491679665,0.0016272823652223,0.0002384301472985,0.0006058452556106,0.0002549587695975,0.000270831997793,0.0006129963814823,0.0002982727887792,0.0007270213100851,0.0005030093540625,0.0008087761922169,0.0002808708761028,0.0030685756070946,0.000847280344477,1
4.656612875245797e-06,4.656612875245797e-06,4.656612875245797e-06,4.656612875245797e-06,4.656612875245797e-06,4.656612875245797e-06,0.0003801759819413,0.0006349734485852,0.0003371650795969,0.0004648258169836,0.0005140095619142,0.0006286525894168,0.0002453372791418,0.000549109588601,8.657285493589246e-05,0.0057656128471691,0.0002501194758206,0.0001496763436164,1
0.0004080950717867,0.0004671894703715,0.0006241668542808,0.0002306348433942,0.0006189449007203,1.3405835164306769e-05,5.224458351929358e-05,0.0010354523347638,0.0003997264911456,0.0008466852779379,0.000288872011702,0.0140254224807886,0.000553562637799,0.0002477806964416,5.732363130873433e-06,0.0001541276074557,0.0012202738245651,0.0003184853347057,1
0.0010950172771825,0.0005184107889165,0.0002333740641087,0.0009192512257525,0.001269515306673,0.0011903405766747,0.0004475988225465,0.0009464643782041,0.0007258608092215,0.0006342502625954,0.0004147660014649,0.0001267773519157,0.0007196493638011,0.0002105478093963,0.0004616527454511,0.0057318513822646,0.0019309130882502,0.0009011745007267,1
0.0006685374126238,0.0005199218453482,0.0021575843512996,0.0003071942088239,0.0003451588196534,0.0006719787031133,0.0001345338560637,0.0005863892029328,0.0003685138793382,0.0007026325040185,0.0006330302258006,0.0006791801534865,0.0001874745409573,4.231465119620451e-05,0.000217191794798,0.0002891240829779,0.002474202113117,0.0002629645535089,1
0.000513567054961,7.536567084347736e-05,0.0035317493672871,0.0015134165894067,0.0002812313772097,0.0011278182344975,8.892972620965082e-05,7.826284655277596e-05,0.0001753791798711,0.0010048018475492,0.0001262097854763,0.0005457334450122,0.0004837081531379,0.0004887767092032,0.0002224738599332,0.0061967121484682,0.00276532689344,0.0005671076647096,1
2.163523137501792e-05,0.0005747855819864,0.0038304710138682,0.001845835113026,9.513421049231784e-05,0.0002548189317827,0.0002234998816456,0.0003092759623948,0.0008002144574746,0.0010904212166309,0.000317351309804,0.000383884940163,0.0008494954803867,0.0006072611798149,0.0005660763678909,0.0002277050615579,0.0032917519230414,0.0007873400134934,1
0.0002829526196404,0.0007588524693666,0.0035913812595979,0.0027875224918221,0.0004402636615795,0.0004583236035051,0.0003105148687405,0.0007816143666348,0.0002429103221729,0.0007029240021765,0.0005195185455392,4.0368335875017954e-05,0.0005226553589134,0.0008724986336671,0.0004469242583157,0.0051252955373539,0.0032000348163788,0.0008930670136053,1
0.0009933719245081,0.0006870520978551,0.0026965414698416,0.0013768130907388,0.0001676201037853,0.0009799247711753,0.0001328888149318,0.0008734286581725,0.0002045831243431,0.000477653232351,0.0002637650819555,0.0002048735735421,0.0002514786820766,0.0007141564009659,0.0007357741561829,0.00048541250476,0.0030860444748385,0.0003922356175043,1
0.0010648908263275,0.0007605316907471,0.0032345930671672,0.0016271412365101,0.0004653396420979,0.0001968500914506,0.0003516516162119,0.000198403876526,8.8831958263477e-05,0.000149809250877,0.0002576503207978,0.0135251195282438,9.136709505256044e-05,0.0005673358108888,0.0006112422361539,0.001128932183689,0.0033040997600232,0.000657742028183,1
0.0002940232396556,0.0007155476336481,0.0031080253254335,0.0022559277886538,0.0005766694421766,0.0007669790956012,0.000133785077377,0.0005286916742058,0.000879319933963,0.0008684409262165,0.0006665914307138,0.0007983216086499,0.0004501086112078,0.0007251758877857,0.0009809512028766,0.0010216748315513,0.0033755262867421,0.0006164195933652,1
9.9535411499348e-05,0.000691859197244,0.0036784842879061,0.0014694673342554,0.000552935745991,0.0008752534515182,0.0004709153497165,0.0006672802085757,0.0008442747114564,0.0008893776908677,0.0002863177453554,0.0004796990636706,0.0003305616619476,0.0005635224480857,0.0004228301561452,0.0054458014776637,0.0028772217546736,0.0002801970300683,1
0.0001679061385879,0.0006312614029481,0.002199884110105,0.0001120584658321,0.0004088051227206,0.0011161921417617,0.0003733283894699,0.0006646674798208,0.0002635868893357,0.0007158473864913,0.0004400292108991,0.0008127755969653,0.0005892375178133,0.0006837653123258,0.0002272146326223,0.000191065757535,0.0017125135074502,0.0008370384841835,1
0.0001642588886972,0.0003793386526475,0.0011957108417254,0.0005047310459864,0.0004370144032518,0.0001450865132016,0.0008422117896512,0.000666473344965,0.0004096554813787,0.0009491698655273,0.0002374493306873,0.00012438489338,0.0001537841315229,0.0002360235581722,0.0003854284013555,0.0053598754364948,0.0020434841158957,0.0007757806253753,1
0.0023550224622042,0.0005003904045936,0.0010508443692133,0.0010224979194723,0.0009976691455751,0.0013105033171459,0.0001617716401761,0.0007699352599936,0.0002122312385834,0.0004663211227147,0.0001473498980847,0.0001606380362886,8.446738113006814e-05,0.0010512775334842,0.0004321876039951,0.0054907916678334,0.0009802967220936,0.0009096689623679,1
0.0012776949973385,0.0003401916306259,0.0006460473338207,0.0004832687758739,0.0010656735157858,0.0004871701072811,0.0002166079511103,0.0001509354541736,0.0007886667950616,0.0008289192004378,0.0004965733952858,0.0012561010397627,0.0001782920258641,0.0002297207780697,0.0002575711692966,0.0004975780884124,0.0007640427426903,0.0005755942290922,1
0.0003008717759708,0.0007735697816413,0.0008031995615172,0.0004225515955569,0.0008946116200208,0.0001633789191559,0.0002822727677403,3.519880598891915e-05,0.0003149727427313,0.0008337301193926,0.000672237724771,0.0004043009535437,0.0006241052281357,0.0002588598873488,0.0005128409475598,0.0004521375548934,0.0015965453313502,6.560671710961577e-05,1
0.0018345015439164,0.0004027422396906,0.0027136482395478,0.0005066312457119,0.0007465013534442,0.0007691006137422,0.0001675434073554,0.000747159895804,0.0002770351619399,0.0009187787629434,0.0010008260818479,0.0136539461952596,0.000553508803004,0.0002666896090847,0.0003683364573789,0.0055485304994398,0.0032611254926745,0.0004170850203205,1
0.0008940346343653,0.0003246735537286,0.0021887930294821,0.0011935646811797,0.0002951143523848,0.0011802994797475,0.0006964466802859,0.0006927336329036,0.0008163455231407,0.0007061737451522,0.0008389319456727,0.0010659868229104,0.0001442025963417,0.0011006307825077,0.0004717981477676,0.0009024398453903,0.0028433445124161,0.0004490714571933,1
0.000254262863101,0.0005928254368589,0.003301125353633,0.0025670915802219,0.0001052395210982,0.0006794044123511,0.0003597271757153,0.0005503338655428,0.0003000717681647,0.0011974159285295,0.000817241574321,0.0005647832031668,0.000477926144639,0.0007510811249482,0.0014636837377564,0.0006944693295954,0.003539980898263,0.0008306496427791,1
6.010497959778541e-05,0.0001403500991117,0.0035007815494809,0.0018034700928751,0.0003835504567721,0.0003272486144048,0.0003188886043339,0.000146851449846,0.0004971495680938,0.0010527325304563,0.0003243997744513,0.0011393486002247,0.0003288212265413,0.0009045895072321,0.0002619187296564,0.0010178177133259,0.0036091975346293,0.0008089444011704,1
0.0004866596373548,0.0008296781860845,0.0028643101795865,0.0020341604704443,0.0012424382104416,0.0013868973428295,0.0009502094071491,0.0005270655263147,0.0005865403993777,0.0003890033725814,0.0001278551002805,0.0006513776180657,0.0005496966746264,0.0008504978686948,0.000918031787585,0.0009208116697041,0.0032228341668119,0.0006412842101077,1
