timestamp,R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R1_7,R1_8,R1_9,R1_10,R1_11,R1_12,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R2_7,R2_8,R2_9,R2_10,R2_11,R2_12,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R3_7,R3_8,R3_9,R3_10,R3_11,R3_12,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R4_7,R4_8,R4_9,R4_10,R4_11,R4_12,Label,Class
1686748934.5592732,92.95,-0.9904,529.9414,-0.7988,186.5579,1.7764,47.6343,1.5956,34.298,-3.6804,45.4311,-2.827000',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',177.3438,-2.2575,83.4518,1.8126,42.5734,-0.7647,175.3409,-0.1696,156.9077,-1.9636,68.1544,-1.527200',screw,4
1686748934.7699797,94.4077,-0.9593,440.7559,-0.6114,177.7517,1.9238,83.7915,1.0941,34.8442,-3.6774,44.494,-2.858100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',197.9364,-2.0324,87.6206,1.8111,43.1636,-0.759,168.7447,-0.1877,166.0396,-1.9192,66.0272,-1.634300',screw,4
1686748934.9806426,99.4386,-1.1051,676.4282,-1.1781,178.3149,1.9989,46.154,1.5674,34.4042,-3.6833,44.9873,-2.850100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',198.2943,-1.967,87.4561,1.8149,42.9868,-0.7532,177.034,-0.1392,162.0943,-1.8479,66.2278,-1.566200',screw,4
1686748935.1913614,94.3326,-1.0863,702.4788,-1.3362,169.4104,2.0961,47.0406,1.57,59.6656,-4.0368,44.7748,-2.850600',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',179.6387,-2.1317,84.8968,1.8163,42.3175,-0.7652,175.1543,-0.1282,168.2964,-1.8484,67.4471,-1.579900',screw,4
1686748935.4020348,94.2871,-1.0607,674.262,-1.2078,172.1464,1.9867,45.1543,1.5849,35.0912,-3.6727,45.1996,-2.819800',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',186.6517,-2.2213,86.8563,1.8411,43.6315,-0.7709,181.1656,-0.1599,155.6532,-1.9678,67.1769,-1.581600',screw,4
1686748935.6160502,93.9887,-1.0282,1226.5927,-1.734,158.7676,2.1622,82.4022,1.0987,34.1744,-3.6879,44.898,-2.843100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',180.8135,-2.1758,84.4147,1.8121,44.7706,-0.7655,200.1977,-0.1337,154.4583,-1.858,66.1972,-1.627400',screw,4
1686748935.8264258,100.4119,-1.1137,709.4653,-1.569,158.9099,2.1452,46.5547,1.5892,33.8865,-3.6815,45.5648,-2.847800',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',181.5852,-2.0496,88.1691,1.805,43.2863,-0.757,182.6488,-0.2341,166.2894,-1.8335,67.7377,-1.597000',screw,4
1686748936.0381072,99.0058,-1.0676,808.0902,-1.5625,155.1093,2.1058,46.3507,1.585,34.9868,-3.6908,45.4927,-2.822400',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',193.5613,-1.9335,87.9185,1.8165,43.5081,-0.7445,173.608,-0.1968,148.566,-1.7761,67.198,-1.576800',screw,4
1686748936.2488031,97.4104,-1.1058,481.1666,-1.6333,174.728,1.9338,48.0345,1.6035,34.3937,-3.6859,43.8548,-2.851500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',193.967,-2.1006,87.2081,1.8235,44.2619,-0.7476,172.3354,-0.1939,156.752,-1.7253,66.849,-1.601600',screw,4
1686748936.459522,90.2155,-1.0203,899.6694,-1.0906,177.2698,2.0196,80.0345,1.0981,34.1485,-3.6777,44.8741,-2.853400',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',199.2046,-2.0263,80.7904,1.8107,43.5353,-0.7607,176.4986,-0.1898,151.0078,-1.8278,67.7422,-1.546000',screw,4
1686748936.6702285,90.9591,-1.0421,1194.3822,-0.7388,173.0693,1.8947,44.7841,1.5631,34.7445,-3.6983,46.1043,-2.857500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',200.448,-2.0868,82.5622,1.8229,43.1373,-0.7583,173.9522,-0.1849,151.6958,-1.8468,68.7914,-1.564700',screw,4
1686748936.8809977,101.6129,-0.9546,505.495,-0.6774,180.843,1.9999,47.6892,1.5727,34.6761,-3.6827,44.573,-2.829100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',185.8579,-1.9836,84.594,1.8018,44.0716,-0.7734,164.5278,-0.1708,154.0686,-1.9131,66.654,-1.532500',screw,4
1686748937.0915964,98.3875,-1.0043,506.5929,-0.8282,189.2167,1.9863,45.5059,1.5678,34.7373,-3.6749,44.5225,-2.859200',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',181.9163,-2.077,87.2671,1.8161,43.9236,-0.7556,157.5776,-0.1685,155.9834,-1.914,67.0735,-1.569800',screw,4
1686748937.302318,99.836,-1.0827,488.4484,-0.9002,171.1326,1.9952,44.0106,1.5712,34.5428,-3.6742,44.5198,-2.838800',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',200.1416,-1.9604,84.2697,1.8163,43.3088,-0.756,180.6582,-0.2241,167.0214,-1.8393,67.7513,-1.575000',screw,4
1686748937.513075,95.4723,-1.0261,523.8222,-0.6266,177.0205,2.0332,43.7554,1.5551,34.5182,-3.6652,45.3353,-2.826000',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',210.1713,-1.9687,87.8722,1.7962,44.4252,-0.7563,165.8318,-0.2023,154.8439,-1.9209,66.8782,-1.530600',screw,4
1686748937.7236764,87.5811,-0.9432,681.2114,-1.1712,176.166,2.0514,46.1904,1.5677,33.6566,-3.6738,45.9024,-2.820100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',181.8944,-2.0843,83.4899,1.7884,42.4183,-0.7667,176.6891,-0.1966,156.065,-1.8189,66.5275,-1.566600',screw,4
