1686049227.9993048 ,b'Port,1,19.389300,-4.046700,33.885800,-1.709800,13.646800,-0.384300,23.230200,0.270500,14.726900,-1.149000,17.871900,-0.037300',b'Port,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000',b'Port,3,70.789600,-0.277200,51.667800,1.718200,0.605200,1.493800,9.393800,1.386000',b'Port,4,33.664600,-1.231000,22.818000,2.288800,11.947400,1.341800,3.487500,0.315800,3.040900,1.273100'
1686049228.207911 ,b'Port,1,19.476400,-4.053300,33.041300,-1.723600,13.776900,-0.389300,23.356100,0.270100,14.603800,-1.119200,18.456700,-0.027200',b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,144.100900,0.760300,50.493300,1.722500,9.522400,1.383600,9.542700,1.388800',b'Port,4,33.858700,-1.236600,22.661700,2.286400,11.939500,1.344900,3.482100,0.315700,3.045600,1.270600'
1686049228.4179838 ,b'Port,1,19.310000,-4.046200,33.322200,-1.718000,13.853600,-0.404500,23.168500,0.266800,14.708800,-1.107000,19.159200,0.038600',b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,93.530400,-0.082600,50.664300,1.730000,5.042300,1.437000,9.381600,1.394700',b'Port,4,33.843600,-1.250600,23.133300,2.296600,11.880700,1.337400,3.479700,0.315600,3.050500,1.273200'
1686049228.6281445 ,b'Port,1,19.517400,-4.059200,33.672800,-1.724700,13.695200,-0.382400,23.353100,0.268400,14.858300,-1.116400,19.102800,0.038200',b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,6.346600,-0.733800,52.476300,1.703300,3.091700,1.462000,9.547600,1.388700',b'Port,4,33.548900,-1.220400,23.068900,2.290200,11.912300,1.331900,3.482700,0.316100,3.047900,1.271600'
1686049228.8388546 ,b'Port,1,19.333700,-4.050900,32.907600,-1.723000,13.570200,-0.374900,23.338000,0.294800,15.054200,-1.113000,19.466700,0.058500',b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,33.351200,-0.547600,50.240100,1.731400,12.814500,1.335800,9.404200,1.396300',b'Port,4,33.896900,-1.237000,23.131600,2.290300,11.917300,1.326800,3.479000,0.316000,3.087100,1.286300'
1686049229.0491567 ,b'Port,1,19.305900,-4.048800,32.739500,-1.741100,13.678600,-0.383800,23.753500,0.285100,15.064100,-1.108700,19.672500,0.080900',b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,12.191700,2.280000,50.510300,1.727000,5.712600,1.428600,9.391500,1.392100',b'Port,4,33.891300,-1.254700,23.464700,2.289200,11.887500,1.328600,3.485000,0.315800,3.051600,1.271300'
1686049229.2669094 ,b'Port,1,19.554200,-4.067000,32.575000,-1.725700,13.632700,-0.385700,23.745200,0.280700,15.070000,-1.108800,19.495700,0.074400',b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,67.729100,-0.287200,52.212100,1.713000,1.926400,1.476900,9.517200,1.380100',b'Port,4,33.599700,-1.251700,23.216800,2.291400,11.870500,1.335500,3.483700,0.315400,3.087700,1.285800'
1686049229.478154 ,b'Port,1,19.576500,-4.059800,33.237300,-1.735800,13.670200,-0.382100,23.732600,0.278900,15.118100,-1.102700,19.470900,0.090000',b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,89.250800,0.022800,51.031100,1.714900,7.295400,1.406800,9.538000,1.384700',b'Port,4,33.476500,-1.256900,23.193900,2.290100,11.868400,1.338400,3.475000,0.313400,3.053300,1.273300'
1686049229.6834953 ,b'Port,1,19.498100,-4.076500,32.711900,-1.740800,13.581600,-0.393300,23.749500,0.264200,14.985300,-1.094600,19.321200,0.103900',b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,11.021500,2.294400,52.002800,1.706900,21.128500,1.238100,9.496500,1.384000',b'Port,4,33.671500,-1.259800,23.376400,2.292500,11.840900,1.358700,3.480300,0.314300,3.087700,1.286900'
1686049229.8979323 ,b'Port,1,19.472600,-4.059400,32.532900,-1.752800,13.777100,-0.391900,23.813200,0.262100,15.019700,-1.097700,19.415900,0.107000',b'Port,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000',b'Port,3,23.679600,-0.636400,52.093100,1.707700,6.944600,1.412700,9.551700,1.380300',b'Port,4,33.908100,-1.256500,23.377400,2.287300,11.843200,1.376000,3.491600,0.315800,3.055200,1.271800'
