R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R1_7,R1_8,R1_9,R1_10,R1_11,R1_12,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R2_7,R2_8,R2_9,R2_10,R2_11,R2_12,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R3_7,R3_8,58.736200,-2.576200,215.225400,-0.782400',R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R4_7,R4_8,R4_9,R4_10,99.399300,-2.322200'
0.0011535849555910167,-0.2609807657175666,0.0007359935821359638,-1.524390243902439,0.0006815842280319098,1.2075836251660428,0.0018789222501972868,-0.5535259603675412,0.0003851686497523963,-4.887585532746823,0.000806084649367284,-2.124200',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',4.056047930480636e-05,5.797101449275363,0.00018549824094800583,-0.536711034778875,0.0005845103472067449,-0.8265829062654985,0.0009156924690795835,0.5254308532997057,0.0007201012519968407,400.0,0.00032009656160916127,-0.299700',0.0006247230914896972,-0.17429497681876807,0.0002940331557667106,-2.127206977238885,0.000839457455288817,0.4915212582944212,0.0019794654216093092,0.46548433645207843,0.0019698300824570873,0.36456434560699963,0.00021121210593444552,2.900100'
0.0007250062785543723,-0.2733584823137062,0.0005760743974737064,-0.5562972852692478,0.0012209700631571185,14.104372355430183,0.002968893713011295,0.8003201280512204,0.0010735111447096244,1.7639795378373613,0.0006224885311156805,-3.248000',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.00024980150772196415,1.4374011786689664,0.0004202527357927784,-0.8474576271186441,0.0003671589264302364,1.1899095668729176,0.0004357714878811732,0.5236424569304079,0.0005866250084693986,-2.4313153415998054,0.00020360093500064583,-0.576400',0.0005692520119643111,-0.1731721677691961,0.0006925379451928241,-0.8965393580778197,0.0005863502470557448,0.7780890133831311,0.0005715085826301396,0.500600720865038,0.0009084901493321598,0.3418452808258982,0.0004808372414982926,3.330300'
0.0006254838117283718,-0.31010636648370393,0.0007466742011071386,0.2725984080252971,0.002820116341079535,54.34782608695652,0.002712725122276085,0.6037553583288051,0.001425793575317118,1.546072974644403,0.002499039743978376,2.815600',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0001412690686401541,-0.2949417490045716,0.0002721952646080938,-3.4199726402188784,0.0006825785277586599,-0.8637070305752289,0.00016100125262194566,0.4751948298802509,0.00048290247567197696,26.7379679144385,0.0014775426810366558,3.458000',0.0005926776572021181,8.658008658008658,0.0002496457838384562,0.48569624556802177,0.00041771849925272247,0.6438320885912954,0.00043230555425743803,-0.5421817393190197,0.0010636508902066577,-2.156566745740781,0.00022512122327630982,3.452400'
0.0017050132675607414,-0.34361899525805784,0.0011811790458364797,0.8985533291400845,0.006317749971254238,-45.45454545454546,0.0028213273160064335,-0.6407791874919903,0.004275243603380521,0.8248102936324646,0.009001442931301888,2.530800',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0002559557577401277,-1.0604453870625663,0.0003690808701583464,5.414185165132648,0.00044082942762134036,-0.6650262685376073,0.000416762452570349,0.761208799573723,0.0004213011371633904,3.2102728731942216,0.0013618347182057556,3.046200',0.0008227113076403884,-8.31255195344971,7.442242338685956e-05,0.6906077348066298,0.0006390882205048644,0.7213966238638002,0.0010897495973375237,-0.9285913269570063,0.0003721164233211316,-1.4943215780035863,0.0002966546111176952,0.096700'
0.0030678676755042733,-0.33729087965461413,0.0034454873934784505,1.4979029358897544,0.004030538584748926,9.803921568627452,0.008097087315750779,-0.8156606851549756,0.018820093084180395,0.6966213862765587,0.02233918024144186,2.460100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.00016816591343192104,1.3563000135630001,0.0004566499882869278,-0.7059654076950229,0.0004389517918999787,-1.2988699831146902,0.0005823358890114383,0.7261636772928618,0.0011276440009846587,8.673026886383347,0.0013338103038980072,3.421300',0.0008853470285894491,7.621951219512194,0.00023868073329977167,-4.9800796812749,0.0007686832302529122,0.5095022163346411,0.0008177226669043514,-0.468362137604796,7.039406477792774e-05,1.4326647564469914,0.0003646583086009913,-0.480500'
0.006404763094217908,-0.31306743472543985,0.011274732535157435,1.9723865877712032,0.017121469980926684,0.6092731371473832,0.02393627206924285,-0.7559150351500492,0.040472229979399636,0.8452370890034654,0.04945378296712807,2.370600',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0003239109474223539,1.5067048365225253,0.00036779777477932685,-1.5730690577316344,0.00042922448749737745,-0.5979788315493632,0.0004045943631994238,0.5019072475406545,0.0009973527266576327,3.9682539682539684,0.0008936662299617689,2.929400',0.000197927963405178,-0.18409086725207563,0.00028586188845852067,1.3772207684891888,0.0005299373534557613,0.5901794145420208,0.0006540938063399612,-0.6916585973163647,0.0003117915802990998,-3.702332469455757,0.0007216801001403306,0.017800'
0.007047822293389566,-0.2907061251780575,0.013257922271453308,2.2207417277370642,0.03359808625300703,0.8604371020478404,0.053156146179401995,-0.9270418095856123,0.0479528910798032,1.0249051962693452,0.06672048786020723,2.304000',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0006048940404084946,-1.440299582313121,0.0004180100813999392,0.9900990099009901,0.0006894991078571044,0.9860960457548565,0.0005413280118624455,0.5687958591661453,0.0006301868712034786,0.5169027189083014,0.0005963898376125894,2.867400',0.000349255824897379,-1.9646365422396856,0.002469320544228371,-0.5837030119075414,0.00033984295721010136,0.8918219923303309,0.00035020310729613855,-0.7379529186037931,7.608312218047836e-05,-4.149377593360996,0.00025290298484701416,-2.048100'
0.004042847717246465,-0.25287007535528244,0.010254033424047349,2.3266635644485807,0.02956952682843169,1.5525539512498059,0.10223798959217266,-0.9837678307919332,0.02051972355828422,4.528985507246377,0.05270842227879593,2.306200',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.00036175388848350343,0.6382842918235783,0.0005918040816017343,0.6509569066527796,0.00018384983616038,-0.27705435806505235,0.0003123753817461446,0.6255082254331644,0.001296769280884376,1.7433751743375174,0.0008452000833705361,1.389500',0.0003521319689205507,-3.490401396160559,0.0009488131438705295,0.5434191935659167,0.00013789779635873972,-5.675368898978434,0.000343081314148272,-0.5148270181219111,0.0004143311681905698,-0.38538615692924305,0.00031320451440458884,0.592800'
0.004398254948366686,-0.2336612379372386,0.00958850913065782,2.7917364600781687,0.022067991481755287,-1.3170025023047545,0.053319114902692616,-1.1003521126760563,0.024237899834455144,1.155802126675913,0.05072125626407515,2.592900',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.00028271932679778606,-1.185255422543558,0.0003773201605331262,-1.1038745998454575,0.00023802647677993402,0.48487199379363854,0.00022795404564975803,-1.2169891687963976,0.00044566820973342044,0.500175061271445,0.0004513433173183184,-2.122700',0.0001850730651804757,-0.31168183518264553,4.165411419935269e-05,1.57952930026852,0.0005731259083687444,0.6699269779594025,0.0020305974484730823,0.4453549478934711,0.0021135777502824795,0.34334763948497854,0.0005618444679669995,3.294700'
0.0049811488422066685,-0.29312619082515023,0.009639669166554204,2.1561017680034498,0.020770718272208572,14.85884101040119,0.06608162402199197,-0.91441111923921,0.019958725355963866,1.939864209505335,0.04489559529314579,2.479900',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.00046793621505300265,0.6298815822625347,0.0006031766175930213,-0.600817111271329,0.00039557406420230357,-0.5090353779587682,0.00021599315716398649,0.6738544474393531,0.0008350264887102748,-5.279831045406547,0.0011074184856938144,3.318000',0.0006480982205815255,-0.2274484829186189,0.0016395173523237536,-0.572573718866304,0.0003656854655203403,1.4465499783017504,0.0028604888117701108,0.43457476858893573,0.0030342226943472737,0.3595699543346158,0.000583130569115609,-2.545200'
0.005103498958886212,-0.30419176248707186,0.008835038348483952,1.8737118231216041,0.02328890586391361,2.918004085205719,0.03771492794563016,-0.906043308870164,0.020621618054639038,0.7140816909454442,0.028440925353947315,2.566400',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.000140252560640088,-7.6452599388379205,0.0005060198141166574,-10.080645161290322,0.00045079827584085035,-0.7057661091114404,0.0006036031000572336,0.6036095853202149,0.00041461896724219926,-3.695491500369549,0.0010875316131845807,-2.681600',0.0002588877189465217,-0.24133021212925646,0.0028421307226657367,-0.6430041152263375,0.00036272144824518087,0.5105948429920858,0.0018150111586886038,0.434348260435217,0.0023204688089544104,0.36229258749365983,0.0011636424568914107,3.441200'
0.002876300663159881,-0.286000286000286,0.005611968308092571,1.6110842597067825,0.015165669776640016,1.3475272874275703,0.008763834808724924,-3.3200531208499333,0.022763953734540432,0.5932957579353307,0.021353240247441348,2.710300',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0003364262229572612,4.258943781942079,0.00029061012811750923,-2.6961445133459154,0.0004523318452972619,0.5073824141255264,0.00011932013202438513,0.41657987919183503,0.0007091840468764981,25.125628140703515,0.000874317627878352,2.953800',0.0003558068785582022,-0.18439297831538576,0.00022603529703908677,-0.6916585973163647,0.0004080001984512965,-46.29629629629629,0.0014910207005858966,0.45852629648310333,0.0013732679657781622,0.38586201574317025,0.0010571678304674924,3.182400'
0.002189328294375331,-0.32337343163885657,0.0020949787967195987,1.06315118009781,0.012272739545466819,1.1976047904191618,0.005392507111368753,0.824334350012365,0.018719160183597525,0.5707111060381235,0.017518565299576228,2.743000',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0002261873774234055,1.0486577181208054,0.00019823198085665834,-0.4557261996992207,0.0007981827613435938,-1.0211375472276116,0.0004930829096723884,0.4467277194549922,0.00023826731815622935,-4.355400696864112,0.0007033157963883891,2.741800',0.0005839531996547669,-0.17812611328820804,0.0004239736044209254,1.5733165512901195,0.0003685710203000441,-19.047619047619047,0.0010450695655781674,0.4011875150445318,0.0009107978270185443,0.33855841825506994,0.0002489473572184215,-0.057000'
0.001316702156178783,-0.26153363322523276,0.0008708023625216417,0.41064388961892245,0.006300002331000863,4.2680324370465215,0.010369055420527412,0.6158014656074882,0.015985089108879236,-0.22532672374943669,0.014135574293044592,2.758500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.00025075373438133346,-1.6975046681378374,0.0003667477717138886,1.4907573047107932,0.00025404749097743983,-0.9400263207369806,0.0002920604079055846,-5.1493305870236865,0.00043984809054466476,-0.454194486078939,0.0010836280169423073,3.058100',0.00038167780141678035,-7.434944237918216,0.00033844331979729277,0.5244113482615763,0.0004117228530433915,1.1575413821044103,0.0008688095042199382,0.3616244168806278,0.0005330826281272093,0.32231032037645846,0.0006238866742298368,3.188200'
