R1_1,R1_3,R1_5,R1_7,R1_9,R1_11,R4_1,R4_3,R4_5,R4_7,R4_9,R4_11,Label
0.009509074985712615,0.0027392149574284905,0.009983307909175858,0.012738674999458608,0.043291729980821765,0.027412656423470714,0.005445593888301067,0.013728833570842154,0.02255930842184102,0.0070419708504658625,0.014863478945882073,0.015487691931222257,drill
0.009375005859378662,0.0029016281325614617,0.010053959601179531,0.012270631225811518,0.04288495681484849,0.028699757487049237,0.0062148974821585835,0.012850811078941246,0.02291102959875914,0.007342925641863488,0.015194681861348529,0.015165738776215874,drill
0.008865460432120272,0.0032962516015662465,0.010265854842865692,0.013440029245503637,0.043616125754013774,0.02847769626828268,0.005148413310501836,0.01324136762141341,0.022588660492432796,0.006918490496069606,0.015197545292484358,0.015465416236212582,drill
0.00971001053536143,0.002948553925955324,0.01008744808747028,0.012824310789477397,0.0519108379447461,0.029503398791540788,0.0051205662936675495,0.013964276587633516,0.022762347435366315,0.007151628103895992,0.015395866209922636,0.015485965069857187,drill
0.009137001108318235,0.002178284291803835,0.010328177851222597,0.013190367338540012,0.04316559184342977,0.02886194466010731,0.005652818580136335,0.013725215691764598,0.023073692759936686,0.007641491772023735,0.015411502529027565,0.015302593483543592,drill
0.009622166392274555,0.0022550451561517294,0.009852595321396585,0.01260142572530656,0.043616696471409255,0.029328953542937592,0.005345606846653249,0.013631927063737437,0.0226628895184136,0.007756158777877574,0.015287761535380466,0.015459773668913488,drill
0.00905264110804327,0.0022133511109694564,0.009756887630900844,0.012833214412213115,0.04331554508281932,0.02928274836163023,0.0056148325909588835,0.013666859369383774,0.023600045312087,0.007227919428936543,0.015431789177068979,0.015442536776401332,drill
0.009292488509837958,0.0027923468474543712,0.01010156109525166,0.013854003737810209,0.05097853293977906,0.02960094959846312,0.005786387407895178,0.013246313882004486,0.02322227666555974,0.007053832735285882,0.015556672178914177,0.015317853110979378,drill
0.009123396677076462,0.002667497503222337,0.010043367259827936,0.014162320014615514,0.043382818668494534,0.029031115549646113,0.005801712549510365,0.013408618255297409,0.02322572853303976,0.007050903291220639,0.015357420936157665,0.015761062295598725,drill
0.009126152633077558,0.0029734126362306167,0.009568672930319967,0.013471388118774536,0.0429636312861163,0.02902007899265502,0.005348291434818233,0.013213129093592558,0.02277287022424445,0.006696412129345218,0.0151769019693548,0.015158175561989359,drill
0.009183815912246802,0.0028626874738243015,0.009523455795451406,0.013323420708326338,0.051454886927885975,0.029295873676192706,0.0053032560931760885,0.013766121849450938,0.023085624581573053,0.006768968341535066,0.0152699731248473,0.015091514946636403,drill
0.009390429649718193,0.0029191693678713884,0.009651848184149542,0.013848478259966403,0.042780382627742225,0.02944753479962425,0.00569156822625122,0.013648411461390007,0.02276162208423621,0.007159902825798849,0.015044765700341366,0.015084116576086546,drill
0.008766316306224962,0.003738022907351981,0.009302213089516127,0.0143045349667205,0.0425684074307412,0.02840626642237278,0.005326566463298359,0.013654393642514319,0.023658727586312954,0.007942042153182931,0.015580910891212522,0.01574760990650644,drill
0.00941405952133273,0.002272018815951026,0.010239533404941803,0.01380153666309207,0.04286804358822672,0.02851513155455943,0.005334926698107169,0.013397283031001314,0.02320982611198277,0.007143035718750111,0.015031513568195723,0.01532320469502992,drill
0.009137176429739682,0.002706266197003189,0.0095388627577043,0.01280375303608994,0.05135025495401584,0.028410947306216034,0.00561835629368272,0.013574414942715968,0.023314588404256313,0.007241769367025907,0.015468861182439748,0.015664970150399377,drill
0.009408709642516078,0.0022668520044865537,0.00951962995294447,0.01358498153121761,0.04326532024990049,0.029258844217135732,0.005354525832642153,0.013203446627707697,0.02311251635210532,0.0071731997779177345,0.01524471580038569,0.015294261593050288,drill
0.009587534670922254,0.0026248723983905336,0.009483904865053518,0.013300773040929139,0.04355495546505804,0.030200713944877656,0.0053405737271543605,0.013704506178676612,0.023058050949069375,0.007449460994249761,0.015805204021476112,0.015517131689241506,drill
0.008840669910603146,0.0034239317076277327,0.009873471463199104,0.013167371779425454,0.04373745281822277,0.029293299157817646,0.0056299205505611905,0.013427739292384994,0.023204601936656077,0.007403201292302818,0.015508708915491495,0.015026702450254103,drill
0.00988015373519212,0.003225156218504334,0.010045031877908665,0.012899530715072586,0.04294057025077293,0.02907957334449989,0.005502359962187783,0.012884356458605783,0.023005058812432855,0.007031982864464156,0.015785344570393954,0.015356359682799033,drill
0.008807468733485996,0.002744644580877677,0.009976863653188256,0.013616613357625372,0.04337717319637714,0.028487350192147178,0.005411161711485515,0.013449483069118239,0.022514561292515934,0.007316059628812399,0.015425481043626347,0.015471374090089814,drill
