R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,class,activity
0.0063062318814075,0.0252079657171666,0.0046596520265059,0.0065330356011242,0.0025417398158204,0.0023661291452216,0.0002631543144531,0.0008481530407346,0.0008334572406431,0.0013348240648489,0.0013713461339352,0.0119349687423168,0.0046626415636261,0.008104200569239,0.0286268009836168,0.0078826307807272,0.0242951963537769,0.0028245962451512,0,pause
0.0084325564138024,0.029753846428497,0.006578860804463,0.0129766990392052,0.0061944167244296,0.0093037449434146,0.0008384051956976,0.0011982018823991,0.0005386378387695,0.0009599271684058,0.0005639752040405,0.0127340356578466,0.0012266182037991,0.0100773029912458,0.0287063484089506,0.0103188631914799,0.0277542637487684,0.0057901733809517,0,pause
0.0096012781221436,0.0288206863358244,0.006594379083157,0.0123814323088523,0.0086277554894094,0.0085600241735082,0.0002358075400168,0.0012060766483419,0.0007566004880829,0.0005706340531805,0.0002716884472502,0.013174692469741,0.0007327253764339,0.0104497029671931,0.0223234217340834,0.0155054625744649,0.0239185239400506,0.0032663022779845,0,pause
0.0101823869144109,0.030610714362241,0.0074449132258138,0.0121086924670613,0.0080891619789972,0.0084819224786213,0.0004656843923687,0.0005597384185643,0.0005930964521919,0.0007072510417984,0.0006513617923287,0.0125794075099062,0.0012217860581748,0.0110445858887743,0.0277996313768879,0.0101577601732507,0.0290023201856148,0.0042991503589145,0,pause
0.0087462434884217,0.029715474333259,0.0060904826463877,0.0111874342738236,0.0079626773387776,0.0095750405502967,0.0007126601365143,0.0011270732230169,0.000894492546775,0.0005479851108061,0.0007057814511036,0.0011598460373976,0.0014362516818507,0.0097734609486707,0.0249746507295095,0.0101277822283754,0.0226320125290821,0.001430638701495,0,pause
0.0082863977951552,0.0294545604495944,0.0063163772292074,0.013276509871085,0.0091665750009166,0.008571903699805,0.0007418925976924,0.0008347424481476,0.0016306135297548,0.000495011202846,0.0005341506265239,0.0130563813716773,0.0023577004027659,0.0123536402471716,0.0250631591610859,0.0091608060410019,0.0409193765523788,0.0036734035663605,0,pause
0.0085340615732542,0.0290341499671914,0.0062604667177938,0.0122525145222928,0.0095280200012195,0.0092724467390659,0.0004857889722988,0.0008536917472765,0.0006458995743715,0.0008236585032774,0.0004439525647339,0.013957396443097,0.0016744671719873,0.0105690481198191,0.0219796161040251,0.0092122002695489,0.0280163839813522,0.0061782435624246,0,pause
0.0083998390590836,0.0303527904837931,0.0060657012496557,0.0121532672843767,0.0081582837581623,0.0085336391789615,0.0007014574602526,0.0008985701233341,0.0004698399184921,0.0004652298817153,0.000834877160349,0.0007311557759551,0.0028173759974215,0.0136446868953698,0.0236528518243444,0.0072022447956579,0.0436446799317397,0.001740173933865,0,pause
0.0104317492374391,0.029581597879591,0.0056352155892604,0.0120140612572955,0.009307875672843,0.011131667590595,0.0006042549092841,0.0008070326764302,0.0003683243965557,0.000971358050834,0.0011765469945812,0.0120825333689365,0.0029071626673798,0.0121006190676715,0.0222628890996442,0.0082608307752294,0.0300734694859541,0.0079372575663892,0,pause
0.0088769661370372,0.0315132339826109,0.006907188794882,0.0107250567355501,0.0088978183439202,0.0103562337277677,0.0010270290422245,0.0008388244881388,0.0007988718651069,0.0008045504731118,0.0007048028934132,0.0007290799972819,0.0021098866969744,0.0124971725147185,0.0224164482930995,0.0078083335220347,0.0415796958029455,0.0008165742359069,0,pause
0.0086795534890503,0.0313212558570748,0.0064982451488975,0.0125650082112328,0.0086946163804833,0.0087737538418074,0.0007411890228423,0.0009207897945552,0.0003333378111712,0.0008031863365795,0.0007977999867565,0.0012672453077707,0.0023406606936126,0.0131738593743207,0.0224607049966084,0.0073938684128026,0.0373981368248233,0.0057581629157033,0,pause
0.0090800542987247,0.0299271274446722,0.0057594563073245,0.0111675444356593,0.0099259129854764,0.0042266623780132,0.0007115741086644,0.001371697330046,0.0004031087098731,0.0008044375348623,0.0008650495833445,0.0011903009044977,0.001782179523577,0.0098728670904759,0.014911841194856,0.0108862851314029,0.0227017332773357,0.0103572205362968,0,pause
0.0087081843870962,0.0298514591393227,0.0074858984388158,0.0118234056137529,0.0092285146336556,0.0107284741213111,0.0008208584734921,0.0010940603028533,0.0001808758907775,0.0009492984447168,0.0011603254109408,0.0134751457673893,0.0022306919115557,0.0120762008272197,0.0183630447397222,0.0091527567645737,0.0382816148716417,0.0023845507816319,0,pause
0.0084157586764368,0.0299899533656225,0.006502868089971,0.0128820161901179,0.0099355480994786,0.0111305400871966,0.0003746673328751,0.0009284695887213,0.0005146298722776,0.0008892997058285,0.0011730681386012,0.0135312687323501,0.0040679411255016,0.0132205881575259,0.0223060433763319,0.0053379367700037,0.0451257428825422,0.0028386260936161,0,pause
0.0083952271454632,0.0292403645688654,0.0053956291087715,0.0112445843270734,0.0103956047383166,0.0047813877786772,0.0002662024947007,0.0004690089002411,0.0003055630316643,0.0005522659527266,0.0006665501092708,0.0011416999158224,0.0020527781581119,0.0105711597619374,0.0173331854234843,0.0072042839554112,0.0356140575808082,0.0052428377593369,0,pause
0.0090215497759498,0.0297848639278491,0.006244169506723,0.0117247039512252,0.0097505326228445,0.0129962116043173,0.0004983903238515,0.0003266771022578,0.0006527875759379,0.0006907705047625,0.0011990250966743,0.0006493777629806,0.0019854746644498,0.0096672344555703,0.0129995060187712,0.0127156090458842,0.0253699574038415,0.0088969950399252,0,pause
0.0076151022708234,0.0313245916839474,0.0066911428672751,0.0115796628696952,0.0095196571400284,0.0116449275277935,0.0004237988840358,0.0006694103565815,0.0005091345354407,0.0007085091380674,0.0006097926107526,0.0011098611608082,0.0016457185890332,0.0118806611350308,0.0196124578332156,0.0074775635705066,0.0364319960361988,0.0034696296378539,0,pause
0.0079711571649144,0.0309097034832144,0.0057419883472088,0.0126008223296652,0.0089190392054206,0.004120931198581,0.000560983475839,0.0004413102200341,0.0008972978861187,0.0004939500259891,0.0015492327579689,0.0138291163747801,0.0034415565196502,0.0132192424580916,0.0195123854866876,0.0063125654139591,0.0436780404283942,0.0048277646677146,0,pause
0.01046662298596,0.0283701625326611,0.0059884542601863,0.0112260912321982,0.0095220048771708,0.0131107134194707,0.0018417132205725,0.0006624929610122,0.0005498177491615,0.0007935425947477,0.0006592265044916,0.0133288370722942,0.0016362474627937,0.010506806309127,0.0164484776111547,0.0081230479300443,0.0342989634853234,0.0090189461000724,0,pause
0.0090147508367942,0.0305184163383393,0.0059306810141701,0.0108489404382321,0.0092415377549162,0.0052829243733527,2.012493815178852e-05,0.0007693939399301,0.0008464957067007,0.0008629924418258,0.0009835899814671,0.0130879431250343,0.0017787808520644,0.0087658552406665,0.0096727888971859,0.0151279293344164,0.02484385636276,0.0120284979172655,0,pause
0.007675027073658,0.0312554697071987,0.0066143953053667,0.0117008467902822,0.0091190205442413,0.0126529904710328,0.0005345189676728,0.0006661619823488,0.0006236249848615,0.0007798808825537,0.0009555821525921,0.0130589559625887,0.0021686954451106,0.0111912529167202,0.0164847573690986,0.0105228709338311,0.0342778010105095,0.0060557907893844,0,pause
0.0086436549522092,0.0307230044640525,0.006111221792128,0.0128536026077388,0.0095706235452652,0.0125028912936116,0.0005838461789515,0.0009657866225804,0.0006860013870948,0.0006451123866416,0.0006944239010707,0.0133510813708356,0.0030841057219105,0.0136822114832064,0.0188684941432194,0.0077286023981853,0.0461633629086611,0.0037372182464448,0,pause
0.0096288001263298,0.0292308771601618,0.0062839174444061,0.0107648420259432,0.0101602370992929,0.0131691578323566,0.0006735946777398,0.0006053561182919,0.0002085806317448,0.0015120026550766,0.001098460145614,0.0132930288698,0.0018869768781175,0.0109588680804337,0.0132609110776346,0.0089749527019992,0.0316721301091104,0.0119689095605255,0,pause
0.0097714363327408,0.0305605725828879,0.0062960041150682,0.0097245047795941,0.0105533434575074,0.0139863074050504,0.0005896308810447,0.0007903394594915,0.0009122293096358,0.0006779457403414,0.0006181962097895,0.0135149563264186,0.0013256807967447,0.0090953740927364,0.0081293278509146,0.0155795515270297,0.0248457698834484,0.0142993395135078,0,pause
0.007754817486493,0.0302059137137868,0.0068690990146277,0.0118627480055754,0.01017509300035,0.003919141833351,0.0009344265251546,0.0006627365944789,0.000604502491729,0.0006222816017155,0.0006993286724475,0.0137141665969529,0.0022360029568903,0.012032897942976,0.0137003379873381,0.0119071291554392,0.0347608453837597,0.0087985570366459,0,pause
0.0097377525851298,0.0309267191390001,0.0074193057755585,0.0122340770428767,0.0096007158293722,0.0044091496910729,0.0005259319145373,0.0010597782774279,0.0003475047629002,0.0006815238874122,0.000998234223482,0.0011998592325148,0.0026866481646163,0.0125409147343207,0.0146640681937827,0.0080372672005555,0.0400033602822637,0.0102028843554072,0,pause
0.0082716133120036,0.0300950099464007,0.0060806279099604,0.0117579139579372,0.0101075136224014,0.0159451741133287,0.0001792242207913,0.0010806292028371,0.0005320049382826,0.001086004143323,0.0014007473827735,0.0015298639384909,0.0009904249675833,0.0110743688163493,0.0111249555001779,0.0110196358891909,0.037724887485523,0.0074509485430042,0,pause
0.0092956932123777,0.0310371048588587,0.0063509321898268,0.011337855626014,0.0095759482822185,0.0058121828001236,0.0006495399860387,0.0015321098823079,0.0003632999346859,0.0009580274750783,0.0009317674174351,0.0131983058654591,0.0008680337793609,0.011377548001875,0.0142934531696447,0.0119496727582115,0.0333144551420861,0.0101425535907175,0,pause
0.0095532608622964,0.0314517828443105,0.0068064437964709,0.0126833537323939,0.0092311725620011,0.0050796230919665,0.0005707494773932,0.0013818646024188,0.0001011796720082,0.0006372458743108,0.001047967681515,0.0015207589682197,0.0028393321322958,0.0134313643848569,0.0177214472042644,0.0078281992088821,0.0482229830737329,0.0046637070781548,0,pause
0.0082906709225444,0.0314836678473042,0.0070045718840687,0.0114806608268371,0.0092710111242862,0.0054084165778784,0.0001853890135393,0.0013089488381639,0.0006543260768571,0.0009183901942376,0.0010916025959619,0.0126989609710133,0.0018833182636483,0.0120967107833708,0.0147822719169354,0.0086788077401078,0.0411771730223633,0.0101828120242717,0,pause
0.0090278943880802,0.0302451978187163,0.0060403799398982,0.0125732707352094,0.0102662764112793,0.0053867700926524,0.0009034541763524,0.0013009340055692,0.000769445740533,0.0008981656224593,0.0009510803273884,0.0132371609466688,0.0011515475763032,0.0106199614920196,0.0116766911059811,0.0103695930349517,0.0391778911324761,0.0057784028725596,0,pause
0.0095623046301635,0.0307987027586398,0.0067878754967876,0.0120798623862076,0.0095328248524557,0.0050853939349557,0.0004287257575948,0.0007374432224026,0.0005190594207286,0.0006538894061154,0.0008372642891709,0.0133659819719635,0.0013290649084732,0.010560754967251,0.0117953321152687,0.0127980178429964,0.0299049322204711,0.0116338456491162,0,pause
0.0088612104058966,0.0317776075910349,0.006276092856049,0.0124656726539292,0.0093476988769674,0.0053612949886367,0.0002594755946337,0.0013381091340399,0.0002860974928704,0.0008231845652235,0.0004617943666628,0.0126824207697468,0.0027235303489795,0.0132436999719233,0.0180122735632059,0.0064920521052101,0.0455923587206784,0.0052936184899741,0,pause
0.0102584409016348,0.03138465980598,0.0068828856360371,0.0115638218893897,0.0082174670479571,0.0045511724730525,0.0007543317880092,0.0011998611040785,0.0005673763372067,0.0006573046329591,0.0013569054956029,0.0133448454867065,0.0032978887246173,0.0126192519307455,0.015882545400256,0.0082726739515833,0.0414013529962159,0.0102174372828155,0,pause
0.009697646769035,0.0315192929592203,0.0055930006952099,0.0117372407390236,0.0050565039028625,0.0054073081933155,0.0005742670256677,0.0012128701042801,0.0004391829352835,0.0010501391014253,0.0014497775316377,0.0133969958576488,0.0015246001088259,0.0088981508752666,0.0094550309274061,0.0121514803540941,0.0217619805143226,0.0155510353879361,0,pause
0.0068006670094202,0.0306218689139035,0.003712572627202,0.0087301705089602,0.0052428075234287,0.0042998620604251,0.0003822437094152,0.0005333212731616,0.0008858232318481,0.0007539492047833,0.0012684700336005,0.0003596315718399,0.0013396848686077,0.009307070022672,0.007872930895349,0.0070851486074494,0.041306610709978,0.0038931653147001,0,pause
0.0059280161004917,0.0248371922050955,0.0016135671306048,0.0125015158087918,0.0080654267417289,0.0049185101242612,0.000125880735581,0.000845226444194,0.0022169984811343,0.0013076271275093,0.0009587691858103,0.0128435323823981,0.0042038885969521,0.0090841207752025,0.0066535945711991,0.0016556919128225,0.0607854698412891,0.0060340562132676,0,pause
0.0041848550931151,0.0143529269924015,0.002401934998835,0.0080404078738106,0.0079504527782857,0.0066385281586448,0.0002917154135277,0.0003220366629079,0.0023376206855119,0.0006839114482399,0.0007619269956601,0.0132832113491757,0.0021580378601846,0.0040520346076171,0.0023347695278955,0.0026161519126163,0.0434284126046624,0.0019656282383725,0,pause
0.0090794112546566,0.028382401775603,0.0072323157224034,0.0099459240111513,0.0113608477919056,0.0227931656971973,0.0002973455074513,0.000680057867484,0.0004632434611679,0.0003625347983557,0.0012331628567894,0.0131980097401311,0.0012612334913995,0.0106496386045139,0.0205185446606643,0.0124138170749571,0.0367456575819152,0.0095965882209556,0,pause
0.0090357172868632,0.0277553422094917,0.0069654617578735,0.0109354034781144,0.0097859039924531,0.0242681926506205,0.0001710630205062,0.0009015660292083,0.0007478006994479,0.0008007794466822,0.0006070153123861,0.0004244885221062,0.0015238162576261,0.0117524418636082,0.0215188429748509,0.0084173241999754,0.0351622385687562,0.0014205962014962,0,pause
