timestamp,R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R1_7,R1_8,R1_9,R1_10,R1_11,R1_12,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R2_7,R2_8,R2_9,R2_10,R2_11,R2_12,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R3_7,R3_8,R3_9,R3_10,R3_11,R3_12,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R4_7,R4_8,R4_9,R4_10,R4_11,R4_12,Label,Class
1686750387.4803095,91.6052,-0.4244,40.3987,-0.2842,160.8671,1.168,19.212,1.4008,44.6062,-4.2971,25.1911,2.529500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',152.1679,-1.4939,53.8215,2.0234,13.506,-1.0016,14.9797,-0.4176,12.0649,3.0288,28.2254,-2.071400',lifting,1
1686750387.6909945,99.2574,-0.7216,72.55,-0.4501,141.8685,2.3651,16.7941,1.3197,57.1179,-4.3319,23.9545,2.498700',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',130.9565,-1.3162,61.7502,2.1031,12.3148,-0.9711,15.8437,-0.3641,15.2373,3.1947,25.3979,-2.445100',lifting,1
1686750387.9016917,118.2227,-1.0914,153.8889,-1.0451,196.044,2.7748,14.3045,1.284,49.3972,-4.4047,24.4395,2.575700',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',113.6041,-1.1693,79.6712,2.3457,12.3737,-0.9242,19.5414,-0.2962,19.7084,3.5214,19.3354,3.575500',lifting,1
1686750388.112383,116.2422,-0.9723,198.2436,-1.4837,236.4436,-1.6266,11.2451,1.288,33.9557,-4.393,26.8373,2.719500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',106.1742,-1.1378,87.5223,-3.2845,15.5166,-0.7752,20.3452,-0.3508,24.2931,-2.2474,14.6757,3.475200',lifting,1
1686750388.3231304,103.6161,-0.9734,287.1913,-0.9923,89.4501,-0.0951,10.5498,1.1934,26.5039,-4.0317,28.9439,2.770400',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',97.5985,-1.0625,68.9545,-2.7568,20.4972,-0.4501,20.5296,-0.4582,17.0271,-1.8154,12.9096,3.485600',lifting,1
1686750388.5337694,116.986,-1.0125,308.1647,-0.9751,92.4566,0.498,10.9146,1.0342,79.3766,-4.3119,53.8817,2.848600',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',117.0153,-1.2479,65.684,2.3258,14.3919,-0.6141,26.6906,-0.4435,12.7527,-2.5613,11.7307,3.630100',lifting,1
1686750388.7454658,129.8682,-1.0754,390.3666,-0.8693,83.2784,0.5955,11.1091,0.9571,295.9985,-4.0147,98.035,2.818500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',154.8516,-1.7701,42.097,1.9106,13.3346,-0.6841,22.577,-0.5294,9.362,3.3638,12.3302,-2.581700',lifting,1
1686750388.9561622,103.7263,-1.0688,1058.2297,-0.4787,75.5544,0.4519,11.668,0.8726,872.7437,-2.1933,104.1126,2.548900',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',166.1051,-1.7169,41.8277,1.8953,13.489,-0.6508,16.2778,-0.6699,8.1392,3.2348,14.5983,-2.455200',lifting,1
1686750389.166854,110.8178,-1.2012,476.8594,-0.4046,85.202,0.4226,12.3027,0.7539,446.3133,-1.4628,115.192,2.371900',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',167.5266,-1.6694,41.0223,1.8839,13.7478,-0.6129,13.1611,-0.7267,7.9454,3.2031,15.5866,-2.418900',lifting,1
1686750389.3775504,126.965,-0.8602,412.0895,-0.1388,69.1387,0.3908,12.7667,0.6861,250.1334,-1.2565,103.6985,2.414200',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',163.3362,-1.7014,42.1059,1.918,14.1399,-0.5934,13.048,-0.7282,8.0485,3.2173,14.7837,-2.463400',lifting,1
