R1_1,R1_3,R1_5,R1_7,R1_9,R1_11,R4_1,R4_3,R4_5,R4_7,R4_9,R4_11,class
0.0115728551738185,0.0210445681865053,0.0313176264997228,0.0214242865712571,0.0132685826500013,0.0326656474984647,0.009091694282688,0.0101612798335175,0.035193051483915,0.0190329002714091,0.0477370262696855,0.0179204082985826,1
0.01136490200045,0.0208867686497957,0.0278787608448379,0.0207754650068455,0.0128404979031466,0.0309106589225162,0.0094257103215298,0.0100473228908157,0.0345883126091693,0.0195246528028615,0.0438715791136186,0.0143434775187505,1
0.011110296356045,0.02171552660152,0.0288094771656084,0.0214955300045355,0.0127689785327932,0.0320858360285435,0.0086044820747127,0.0105928275964344,0.035211391589407,0.0197260057797196,0.046174020649022,0.0154721640296941,1
0.013197678792254,0.0223672614867071,0.0292926126960041,0.0223516631872577,0.0127318145127407,0.0317279015165936,0.00894580808379,0.0107030627884475,0.0355551763003416,0.0197795764005918,0.0483858481071456,0.0171928539621791,1
0.0112230548481913,0.0215524673264595,0.0314283559198451,0.0212417953565435,0.0140793314007104,0.0320199804678119,0.0093661636100191,0.0097850326184062,0.0367192118588366,0.0206594496322617,0.0503671767182762,0.0206042823940527,1
0.0105930183534636,0.0213901913138711,0.0313562191925146,0.0203264426692684,0.0146398308806736,0.0325057372626268,0.0096914907741853,0.010237478795622,0.0344039853576638,0.0195885618469663,0.0481169434192862,0.0190222198550126,1
0.0103998860172492,0.0219494153773214,0.0286464002933391,0.0221945530127995,0.014199240908581,0.0324715386963326,0.0091986165280741,0.0102990111919354,0.0345675086159515,0.0205952437344119,0.0451883450220519,0.0171554247168497,1
0.0118509669796507,0.0216236320349783,0.0267930584544156,0.0212727937985551,0.0131673371035808,0.0322591051324236,0.0085702801538879,0.0106347567246225,0.0345053655843483,0.0197439213402173,0.0464817930816499,0.0163758318922601,1
0.0129097056458015,0.0218546751521085,0.0273963595717401,0.0209977721363763,0.0118870445478881,0.0317019509380607,0.0084488573765283,0.0109442597904612,0.0358888593802711,0.0189630258921155,0.0455894487779748,0.016764346928101,1
0.0111489804814798,0.0222639299843929,0.030161636208441,0.0212166924449479,0.0137349996634925,0.0322090236800742,0.0089225009413238,0.0103920936951167,0.0370314137482826,0.0205436676198928,0.0491402906156787,0.0189043064009981,1
0.0120337957118772,0.0211993758903737,0.030558891567885,0.0205601827389041,0.0134293622261585,0.031871494135645,0.0090937694947683,0.0102795735621703,0.0353017594396904,0.0197665178906753,0.0468254674352286,0.0166877767041974,1
0.0119995152195851,0.0210035054850654,0.0297045290495441,0.021481723349774,0.0130005200208008,0.0320482004935422,0.0086032754390251,0.0110041386565487,0.0350327731592905,0.0172771250863856,0.0464900046490004,0.0159930398290663,1
0.0120517792644317,0.0222360579916392,0.0276693293784638,0.0205345977169634,0.0121360990694039,0.0317754871182175,0.0089875603177641,0.0118134188624858,0.0357003880632182,0.0176284452592703,0.0483444444981605,0.0160607481738929,1
0.0114989978623362,0.0219385807493341,0.0276974551578201,0.0210607011528627,0.0121464325320331,0.0308320332492646,0.0082652278558015,0.010968255674427,0.0362918444967047,0.0202420954617221,0.0448434515107758,0.0180494989459092,1
0.01188406382693,0.0213289196688898,0.030847155429562,0.0215909974177167,0.0134004786650979,0.0304693189193142,0.0091302855222888,0.0101531604250112,0.0347374198434037,0.0183900267207088,0.0457598887119506,0.0160819536357276,1
0.0117413612934283,0.0210966903512177,0.0297985321243075,0.0214277296249075,0.0124280416389107,0.0311278232935727,0.0087239709421975,0.0110068638803157,0.0337770511958765,0.0185707228839589,0.042660114073145,0.0136538529807726,1
0.0120009264715236,0.0223847354012351,0.0274454590115792,0.0209361823290246,0.01300740251277,0.0316592953274046,0.0091872161724403,0.0103068557081428,0.0337706634246829,0.0194931393895918,0.0440629571531804,0.0143815364082975,1
0.0108878852678202,0.0216603995910516,0.0278574035228472,0.0201627537482559,0.0116524312797865,0.0308741077382863,0.0090939183511634,0.0117943721973623,0.0354869159740803,0.0186040627552244,0.0468145068793917,0.0149064175108667,1
