R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6
0.0004080950717867,0.0004671894703715,0.0006241668542808,0.0002306348433942,0.0006189449007203,1.3405835164306769e-05,5.224458351929358e-05,0.0010354523347638,0.0003997264911456,0.0008466852779379,0.000288872011702,0.0140254224807886,0.000553562637799,0.0002477806964416,5.732363130873433e-06,0.0001541276074557,0.0012202738245651,0.0003184853347057
0.0010950172771825,0.0005184107889165,0.0002333740641087,0.0009192512257525,0.001269515306673,0.0011903405766747,0.0004475988225465,0.0009464643782041,0.0007258608092215,0.0006342502625954,0.0004147660014649,0.0001267773519157,0.0007196493638011,0.0002105478093963,0.0004616527454511,0.0057318513822646,0.0019309130882502,0.0009011745007267
0.0006685374126238,0.0005199218453482,0.0021575843512996,0.0003071942088239,0.0003451588196534,0.0006719787031133,0.0001345338560637,0.0005863892029328,0.0003685138793382,0.0007026325040185,0.0006330302258006,0.0006791801534865,0.0001874745409573,4.231465119620451e-05,0.000217191794798,0.0002891240829779,0.002474202113117,0.0002629645535089
0.000513567054961,7.536567084347736e-05,0.0035317493672871,0.0015134165894067,0.0002812313772097,0.0011278182344975,8.892972620965082e-05,7.826284655277596e-05,0.0001753791798711,0.0010048018475492,0.0001262097854763,0.0005457334450122,0.0004837081531379,0.0004887767092032,0.0002224738599332,0.0061967121484682,0.00276532689344,0.0005671076647096
2.163523137501792e-05,0.0005747855819864,0.0038304710138682,0.001845835113026,9.513421049231784e-05,0.0002548189317827,0.0002234998816456,0.0003092759623948,0.0008002144574746,0.0010904212166309,0.000317351309804,0.000383884940163,0.0008494954803867,0.0006072611798149,0.0005660763678909,0.0002277050615579,0.0032917519230414,0.0007873400134934
0.0002829526196404,0.0007588524693666,0.0035913812595979,0.0027875224918221,0.0004402636615795,0.0004583236035051,0.0003105148687405,0.0007816143666348,0.0002429103221729,0.0007029240021765,0.0005195185455392,4.0368335875017954e-05,0.0005226553589134,0.0008724986336671,0.0004469242583157,0.0051252955373539,0.0032000348163788,0.0008930670136053
0.0009933719245081,0.0006870520978551,0.0026965414698416,0.0013768130907388,0.0001676201037853,0.0009799247711753,0.0001328888149318,0.0008734286581725,0.0002045831243431,0.000477653232351,0.0002637650819555,0.0002048735735421,0.0002514786820766,0.0007141564009659,0.0007357741561829,0.00048541250476,0.0030860444748385,0.0003922356175043
0.0010648908263275,0.0007605316907471,0.0032345930671672,0.0016271412365101,0.0004653396420979,0.0001968500914506,0.0003516516162119,0.000198403876526,8.8831958263477e-05,0.000149809250877,0.0002576503207978,0.0135251195282438,9.136709505256044e-05,0.0005673358108888,0.0006112422361539,0.001128932183689,0.0033040997600232,0.000657742028183
0.0002940232396556,0.0007155476336481,0.0031080253254335,0.0022559277886538,0.0005766694421766,0.0007669790956012,0.000133785077377,0.0005286916742058,0.000879319933963,0.0008684409262165,0.0006665914307138,0.0007983216086499,0.0004501086112078,0.0007251758877857,0.0009809512028766,0.0010216748315513,0.0033755262867421,0.0006164195933652
9.9535411499348e-05,0.000691859197244,0.0036784842879061,0.0014694673342554,0.000552935745991,0.0008752534515182,0.0004709153497165,0.0006672802085757,0.0008442747114564,0.0008893776908677,0.0002863177453554,0.0004796990636706,0.0003305616619476,0.0005635224480857,0.0004228301561452,0.0054458014776637,0.0028772217546736,0.0002801970300683
0.0001679061385879,0.0006312614029481,0.002199884110105,0.0001120584658321,0.0004088051227206,0.0011161921417617,0.0003733283894699,0.0006646674798208,0.0002635868893357,0.0007158473864913,0.0004400292108991,0.0008127755969653,0.0005892375178133,0.0006837653123258,0.0002272146326223,0.000191065757535,0.0017125135074502,0.0008370384841835
0.0001642588886972,0.0003793386526475,0.0011957108417254,0.0005047310459864,0.0004370144032518,0.0001450865132016,0.0008422117896512,0.000666473344965,0.0004096554813787,0.0009491698655273,0.0002374493306873,0.00012438489338,0.0001537841315229,0.0002360235581722,0.0003854284013555,0.0053598754364948,0.0020434841158957,0.0007757806253753
0.0023550224622042,0.0005003904045936,0.0010508443692133,0.0010224979194723,0.0009976691455751,0.0013105033171459,0.0001617716401761,0.0007699352599936,0.0002122312385834,0.0004663211227147,0.0001473498980847,0.0001606380362886,8.446738113006814e-05,0.0010512775334842,0.0004321876039951,0.0054907916678334,0.0009802967220936,0.0009096689623679
0.0012776949973385,0.0003401916306259,0.0006460473338207,0.0004832687758739,0.0010656735157858,0.0004871701072811,0.0002166079511103,0.0001509354541736,0.0007886667950616,0.0008289192004378,0.0004965733952858,0.0012561010397627,0.0001782920258641,0.0002297207780697,0.0002575711692966,0.0004975780884124,0.0007640427426903,0.0005755942290922
0.0003008717759708,0.0007735697816413,0.0008031995615172,0.0004225515955569,0.0008946116200208,0.0001633789191559,0.0002822727677403,3.519880598891915e-05,0.0003149727427313,0.0008337301193926,0.000672237724771,0.0004043009535437,0.0006241052281357,0.0002588598873488,0.0005128409475598,0.0004521375548934,0.0015965453313502,6.560671710961577e-05
0.0018345015439164,0.0004027422396906,0.0027136482395478,0.0005066312457119,0.0007465013534442,0.0007691006137422,0.0001675434073554,0.000747159895804,0.0002770351619399,0.0009187787629434,0.0010008260818479,0.0136539461952596,0.000553508803004,0.0002666896090847,0.0003683364573789,0.0055485304994398,0.0032611254926745,0.0004170850203205
0.0008940346343653,0.0003246735537286,0.0021887930294821,0.0011935646811797,0.0002951143523848,0.0011802994797475,0.0006964466802859,0.0006927336329036,0.0008163455231407,0.0007061737451522,0.0008389319456727,0.0010659868229104,0.0001442025963417,0.0011006307825077,0.0004717981477676,0.0009024398453903,0.0028433445124161,0.0004490714571933
0.000254262863101,0.0005928254368589,0.003301125353633,0.0025670915802219,0.0001052395210982,0.0006794044123511,0.0003597271757153,0.0005503338655428,0.0003000717681647,0.0011974159285295,0.000817241574321,0.0005647832031668,0.000477926144639,0.0007510811249482,0.0014636837377564,0.0006944693295954,0.003539980898263,0.0008306496427791
6.010497959778541e-05,0.0001403500991117,0.0035007815494809,0.0018034700928751,0.0003835504567721,0.0003272486144048,0.0003188886043339,0.000146851449846,0.0004971495680938,0.0010527325304563,0.0003243997744513,0.0011393486002247,0.0003288212265413,0.0009045895072321,0.0002619187296564,0.0010178177133259,0.0036091975346293,0.0008089444011704
0.0004866596373548,0.0008296781860845,0.0028643101795865,0.0020341604704443,0.0012424382104416,0.0013868973428295,0.0009502094071491,0.0005270655263147,0.0005865403993777,0.0003890033725814,0.0001278551002805,0.0006513776180657,0.0005496966746264,0.0008504978686948,0.000918031787585,0.0009208116697041,0.0032228341668119,0.0006412842101077
0.0004906984189108,0.0005869255180366,0.0036095909719798,0.0029774931294346,0.0005659914313425,0.0008587729062644,0.0004648993116421,0.0005169825404139,0.001091178909694,0.0007734456912732,0.0004887158443827,0.0006196554331605,0.0007316054276343,0.0004842548646912,0.000346722472342,0.0013040580983963,0.0033021260408301,0.0002541065912098
0.0012559855561661,0.0004961451014056,0.0040880701120376,0.0022970393459869,0.000374169423391,0.0008308886511993,0.0004240264945322,0.0003753729095248,0.0004577814701413,0.000655179749547,0.0008419517620576,0.0005168569802982,0.000404434413033,0.0004469814315867,0.0003804738535514,0.0011447120997557,0.0030773614825742,0.0009092946737609
0.0004937668355974,0.0002517100615232,0.0029874262217751,0.0009169568147267,0.0007019256065549,0.0003541050531251,0.000431126264337,0.0001439580579925,0.0005217405913084,0.0006033448958349,0.0003000366194694,0.0003156318371774,0.0001781811291715,6.115661880441635e-05,0.0005822907223852,0.0013659576845432,0.0023189782396357,0.0004185382651538
0.0023260292912216,0.0002831162572461,0.0026482005874238,0.0005675653325873,0.0010897677672195,0.0005129996154554,0.0004374764364254,0.0001362616915597,0.0002730768135311,0.0004676179262267,0.0002388452120611,0.0007392820004497,0.00040588736374,0.0002878510285723,0.0003618696894944,0.0012229011225743,0.0013554808053074,0.0009086449296386
0.0014066648342512,0.0004561548101844,0.0002875218286572,0.000411364842317,0.0008741857833613,0.0007048041352832,0.0001430266478239,0.0003769364639665,0.0002377066895321,0.000850712539809,0.00086989259958,0.0011477549740544,0.000583329901409,0.0005204271291168,0.00038665333022,0.0004690008495012,0.0008852603444441,0.000676361131122
8.98656397252714e-05,0.0009217274573576,0.0007203917547993,0.0005834538894932,0.000510422860329,0.000655524756089,0.0004600181863589,0.0005632550010848,0.0003547504454778,0.0005633419744358,0.0007056760630727,0.0002233077709206,0.0003605689446222,0.0002279555681772,0.0004161966419257,0.0058125949632702,0.0011753667114755,0.0002499774832781
0.0008128310254351,0.0003449499363808,0.000116031443825,0.0006808863887951,0.0006998847849666,0.0010060149634665,0.0005781620782567,0.0016889869101825,0.0002209873693564,0.0004301305226769,0.0003217461808728,0.0001324439843399,0.0005573778404741,0.000730992816168,0.0003737673759313,0.0010251974043231,0.001616277857559,0.0006624471433424
0.0010535956744418,0.0001828009830525,0.001793683042933,0.0002965302344895,0.0008873348303855,0.0012429845949461,0.0004061382434472,0.0005066369439659,0.0001948736840472,0.0001846544745472,0.0002337869400022,0.0005851159035614,0.0003154855581437,0.0002844245989392,0.000774187235015,0.0063416969746934,0.0026167563996048,0.0006724646117179
0.0006503894141578,0.0003313601938324,0.0031416675280071,0.000633378488997,0.0009992637424745,0.0006898188259835,0.0004167678717982,0.0002410636383416,0.0006480198942107,0.0003200899017301,0.0002765790993268,0.0005757223415502,0.0006366253762058,0.0006936837046483,0.0007693328537825,0.0008949711926672,0.0023899088488765,0.0003460503850744
0.0006665265183574,0.0005188911400116,0.0041465936976751,0.0017588973824089,0.0004044154891941,0.000634857874685,0.0004465109766239,0.0008949491664398,0.0005378073743932,0.0001725968171489,0.0006159159328952,0.0004255175197264,0.0006553755078832,0.0006830076707225,0.0006205286643598,0.0009429813146366,0.0033980260866462,0.0005351973328762
0.000643144885879,0.0002151879852112,0.0035513532786803,0.0013806832200459,0.0003693796258103,0.0006007787414202,0.0002004289660903,0.000747505387645,0.0003196276159282,0.0013042652604252,0.0006718601907317,0.0008157688776668,0.0002680807605086,0.0003191824944743,0.0006542183739062,0.0008402788683897,0.0031194464105621,0.0002784585005221
0.0003835229784149,0.0012028890025752,0.0040085510410808,0.0017517482009108,6.339690534092681e-05,0.0011127817674713,0.0002810940630685,0.0002225328434554,0.0005026198052106,0.0005114353884239,0.0005299007914439,0.0002268361861877,0.0004702711508212,0.0002543851354828,0.0004216303805939,0.0054491339691382,0.0032876103445317,0.0008100167317056
0.0009758316745008,0.0012040608638317,0.0035655428788621,0.0028263246135566,0.0011440625271357,0.0004194341455885,0.0006588959118407,0.0002176196015023,0.0008235287432531,0.0005367339940421,0.0008974957534988,0.0005584574868095,0.0001978464884563,0.000641067598078,0.0008068860950368,0.0006549490174585,0.0026415466149768,0.0003990371711903
0.0017233965733705,0.0010943787890129,0.0039381614142095,0.002875830000486,0.0008975902484359,0.0009259435874425,0.000104516821972,0.0002673249918846,0.0009042215118457,0.0007708047525354,0.0005263051525695,0.0002793354609384,0.00040708855153,0.0007479931717199,0.0005429090915013,0.0064122417389486,0.0029313907983642,0.0003228942171098
0.0008655167814615,0.0008265172521838,0.0025722506627403,0.0017209041148366,0.0001164274999379,0.000512611919201,0.0003373583331151,0.0003437306587054,0.0007274491138433,0.0008413715163433,0.0003025271911439,0.0006006139115035,0.0001857518556192,0.0004874616099609,0.0006105776223057,0.0009222416559033,0.002697468884022,0.0003740158474254
0.0004146671245144,0.000423938501446,0.0028319193559988,0.0012206640852062,0.0005312602566433,0.0005940285399823,7.230178644193864e-05,0.000373527354398,0.0004999666772209,0.0003559060581688,0.0002863957357278,0.0008067534948561,0.0004119065543847,0.0005943119591018,0.0002149627532962,0.0016304069593594,0.0009593885087898,0.0004517894158932
0.0006772939964592,0.0003094716841764,0.0021583173240145,0.0019627493722146,0.0007064922469187,0.0004454682095844,0.0001726782826426,0.0002189481686189,0.0005850901591755,0.0006915812500427,0.0004016267167232,0.001138014144833,2.435220059768726e-05,4.677424440406153e-05,0.0003512971471509,0.0054790017258855,0.0005149082147787,0.0002160611520471
0.0008638313303676,0.0011699401201247,0.0032933542088078,0.0057242229653535,0.0004888375174973,0.0014968993227428,0.0002246030242617,0.0003790568943171,0.0003797902661425,0.0003181742297264,0.0010024139129437,0.0006681162115993,0.0004856111710382,0.0008218457109598,0.001109176091798,0.0058448223057122,0.0011929535573636,0.0008812782482726
0.0001156263750143,0.0024351210693493,0.0028315496929892,0.0087003125152255,0.0009639107013848,0.0013740508571947,0.0004384933875854,0.0009680736099939,0.0001696969219761,0.0008797632803346,0.001046623190637,0.0133311825692121,0.0005708208592326,0.0013858321665781,0.0013832161657026,0.0046054828273059,0.0093360308238393,0.0033514692506047
0.0014660364078413,0.0060127626900859,0.0014099603547347,0.0116889750755984,0.0037501345360764,0.0045714640982352,0.0005253751467504,0.0002613156879044,0.0001485062440044,0.0011056388132294,0.000307037712736,0.0007089614643287,0.002306135843393,0.0048476387151818,0.0074682598954443,0.0049214196917813,0.0268560916329846,0.0180189595492377
0.0048102732042769,0.0206127766234622,0.006703450735335,0.0119292452605108,0.0073815392133198,0.0133813097893648,0.000463912781428,0.0010574047037802,0.0006701753473585,0.000944899597331,0.0005628836122177,0.0005439209356527,0.0056803270959554,0.0095707151429769,0.0176656597240623,0.0069083005995023,0.0458528398956389,0.0252131138447729
0.0043022521429517,0.0303992023249309,0.0074390260232008,0.0135505394469753,0.0059983468556065,0.0085203115707535,0.000454300648446,0.001274667362805,0.000257140919035,0.0008750031718864,0.0013661291768033,0.0006179900614838,0.0064281852782986,0.0128353557575555,0.0271395461182307,0.0038110177284733,0.0408124951535162,0.0114084404205607
0.0062668342835943,0.0335935715341512,0.0101814020401493,0.0188984115885059,0.0063977684583617,0.0080816048127572,0.0004309447459453,0.0021709553527835,0.0004530419729796,0.0016705727441713,0.0008919943772242,0.0007967535162525,0.0056170529233109,0.0127118590203987,0.0257749230618546,0.0042883264891642,0.045090338493171,0.012992665640246
0.0051939175070858,0.0317752851831845,0.0129475817154251,0.0193384696308672,0.0041438787865728,0.0160174782722907,0.0004932100755321,0.0008704245913748,0.0007568022139794,0.0011874386094238,0.0005258772631916,0.0130484593684023,0.0045307235157689,0.0129162253623001,0.0178037316621563,0.0043920309234113,0.0566382908829343,0.0182168276123386
0.0060124734774763,0.0320596052180213,0.0147251332992691,0.0183678679864592,0.0043458647792865,0.0221056028861075,0.0008581442870073,0.0012859233952286,0.0006421333622378,0.0010923885425046,0.0006776588810211,0.0007480639543812,0.0030602292907398,0.0125231521775883,0.0121785472454561,0.0132210426114203,0.0394969666329625,0.0014191905788452
0.0061353494909807,0.0312251174845045,0.013751639883056,0.0130982288574938,0.0063678327654287,0.0206178340140654,0.0003574606907627,0.0016087730901168,0.0006378953332406,0.0016576570244625,0.0013889317142834,0.0005138745089672,0.0057069286679571,0.0138458705383412,0.0161188669726027,0.0048722923453363,0.0510571380431841,0.0095445621288954
0.0065384733580095,0.0307951934862006,0.0142916963814853,0.0161870445370343,0.008367311591153,0.0204833245255037,0.0008264210785638,0.0012205243372552,0.0006113911214515,0.0013665686472528,0.0011406428617543,0.0003885790402797,0.0029183055384186,0.0117788959876368,0.0072425141373875,0.0110423784399769,0.0447551446038722,0.0015847654594662
0.0063874376985295,0.030828896541306,0.0148159122897992,0.0116564517294677,0.0106678159460379,0.0193610467356307,0.0005292945197427,0.0018365945129902,0.000821537357645,0.0008040985869897,0.0012410860545489,0.0018403354416216,0.0029176899248373,0.0123174097965287,0.0084660528213967,0.0123310035957206,0.0398623950124171,0.0015263097645667
0.0054697383988216,0.0316378603947772,0.0146522508055074,0.018362909860148,0.0079579248596818,0.0181677794431575,0.0007516009852586,0.0018018031003986,0.0002804032714986,0.0008381668319112,0.0008384924375528,0.0007802280840758,0.006011866221548,0.0138047756240793,0.0151058770925416,0.0038100579433612,0.0591222707681756,0.0163846325254617
0.0074399835129965,0.032,0.0140917712510956,0.0176578924599033,0.0083732387938851,0.0224358111443161,0.0008591446150018,0.0013722467755288,0.0001949937461605,0.0006199880553101,0.0011187015007939,0.0003079411715344,0.001991625612624,0.0114876903653889,0.0036213396856459,0.0162819512941709,0.039478567085929,0.0036408889303141
0.0055888683156436,0.0323450832238991,0.0142335382013931,0.0144176772256928,0.0087936362213393,0.0236713843735723,0.0006424889507962,0.002059882854462,0.0003958706259957,0.0001618693265509,0.0011216632201694,0.0007799332533121,0.0071540122920239,0.0139426260936247,0.0150283058140006,0.0027874455681566,0.0641395676993137,0.021947536608491
0.0064976920197945,0.0323775481130364,0.0144706073024472,0.0176580795425851,0.0078457955950565,0.0240338396462218,0.0004685325569686,0.0018945813268927,0.0005997229879518,0.0002030046680314,0.0007408959447208,0.0011200085837457,0.0014596728873059,0.0098005490267564,0.0039120707333685,0.0128554037046702,0.0360113795959523,0.0047819067948982
0.0075932508149456,0.0332887264399038,0.013974365424066,0.0160245881280236,0.0073309053374855,0.0245433103526137,0.0003733380204677,0.0017910846611688,0.0006365143050861,0.001456379963707,0.0006666352903656,0.0010817696713324,0.0037247582445661,0.0133304539552789,0.0118005517938018,0.0042664664271756,0.0543047364591139,0.0149116188351639
0.0056462340747967,0.0342478655017826,0.0139647836086955,0.0172981949333587,0.0087185326360832,0.0243148086910852,0.0006218449143657,0.0013196001664279,0.0006650360868531,0.0005310678404115,0.0005759932687122,0.0014841622082433,0.005523665592866,0.0134768891566297,0.0123179711808746,0.0031533446265115,0.0614707491440198,0.0205364954059859
0.0063513355588413,0.0327481243511777,0.0143484580429564,0.0177353705362289,0.0077744537668783,0.0251002756010261,0.0001933499152798,0.0017340753788694,0.0004974265141862,0.0003328623774508,0.0006230702734792,0.0015280958764027,0.0021967376249531,0.0103746816269575,0.0040516931215216,0.0155206960721774,0.038029754479905,0.0054743766327328
0.0074696656876424,0.033125635598133,0.0131551598483473,0.014710035774807,0.0088362952595043,0.024096211352689,0.0006264642427052,0.0019005806273816,0.0004863567922182,8.836105450824682e-05,0.00116181612308,0.0008449827585493,0.0043438335373487,0.0132820292815617,0.0128544617836851,0.0059595856657661,0.058171664582182,0.0192547636285216
0.0070397747272087,0.0350596715609968,0.0138513171910082,0.0162207317172077,0.0090756784523427,0.0240554622738185,0.0005962410578747,0.0015610260499344,0.0003465793416115,0.0007629128531514,0.0006005740527025,0.001520340021005,0.0040985622243716,0.0120800812747868,0.0091977789203463,0.0052543830750015,0.0570672023374726,0.0139198605786764
0.0055782092832558,0.0338514867572983,0.0137147120459058,0.0160404218630949,0.0074648926100549,0.0236068979355767,0.001038500861696,0.0014311280365853,3.406090630935304e-05,0.0009966684364175,0.0007862904906185,0.0006707073205624,0.0023761073848467,0.0097758113190208,0.0040726080860004,0.0172558087366159,0.0365811277961699,0.0059354402167622
0.0059094739504478,0.0332080283729394,0.0132436999719233,0.0157837749107427,0.0085950453001862,0.0263049905828133,0.0004498685596535,0.0019528831781377,0.000327005065897,0.0006786501350208,0.0011811201720088,0.0007466140492904,0.0049337325709729,0.0134048796442881,0.013496241971423,0.0061945740486992,0.0595695504286029,0.0204986921834386
0.0063390357185645,0.0340571615399286,0.0142278880834323,0.0178418498429917,0.0093204288888557,0.0275631678900119,0.0009184974080462,0.0017525279777947,0.0010589130511668,0.0002996249654232,0.000874707279209,0.000993716827869,0.0036667348679352,0.0116989851130414,0.0068457562130371,0.0077361179231927,0.0505699230325771,0.0082644423195644
0.0064662474813966,0.0345175141866983,0.0135020185517734,0.0170291027365768,0.008662471143143,0.0293704732758063,0.0006152930219187,0.0018700869309909,0.000451317854906,0.0008459530494365,0.0009218577166082,0.0010198120935028,0.0016021453366916,0.0093559722913524,0.0043932658264106,0.0186955026098921,0.0378320710032308,0.0022354541235633
0.0060662899905001,0.0342786235075944,0.0138697986521329,0.0176944800300098,0.0074445086326522,0.0275849893521941,0.0006251958816846,0.0021662384374315,0.0007484128035468,0.0002596303181019,0.0005127886936246,0.0015934335241841,0.0043908044261064,0.0139998376018838,0.0134994303240403,0.0093883666870707,0.0566591498861151,0.025703108533946
0.0074365918991717,0.0323159204382038,0.0136608289391,0.0158788128999476,0.00681006855015,0.0267379679144385,0.0007964044568704,0.0021491021266225,0.0005790854376284,0.0005083902179621,0.0003157741835658,0.000495036957479,0.0015822389250395,0.0086338711947291,0.0035163190609458,0.0141817016340156,0.0400019200921644,0.0013106292160484
0.0069214306874088,0.033997994118347,0.0127271477698218,0.0160544051682341,0.0106953473100131,0.0286051008615856,0.0004131180002577,0.0017470221134565,0.0007775309721687,0.0008001673309922,0.0012160823978518,0.0013672842780903,0.0014668987691692,0.0086141918811241,0.0042106397814509,0.0230990092834918,0.0327151264930365,0.0044432042967562
0.0078037390835444,0.0346297559641097,0.0131914461386658,0.01827492059547,0.0078111025449353,0.0284692645819573,0.0007788684879,0.0016419220799606,0.0003816551352748,0.0004552205258935,0.0009594395031177,0.0008757999995095,0.0039609654774131,0.0136138883443333,0.0109635298180602,0.0116876089139055,0.0526920361256599,0.0228472206356096
0.0071165361256723,0.0330061325394258,0.0127777075003865,0.0168341666245812,0.0066524658695238,0.028782693542027,0.0003703638135591,0.0022171710139477,0.0004689146623143,0.0015647255776458,0.0007625679200182,0.0007616799430019,0.0014823515669493,0.0085162191393508,0.0039716314310145,0.017712375814105,0.0353710601060424,0.0063748677214947
0.0071248871595996,0.0350962162769231,0.0134574649904048,0.0167184939980606,0.007225611033797,0.0301622730288954,0.0007085491485471,0.0022255080612352,0.0005284853888851,0.0007306530204063,0.0013373750590785,0.0012137900631134,0.0021217165110918,0.0102507854664363,0.0035542438026427,0.0179044297349607,0.0360161784673675,0.0043706255501524
0.0070972824505496,0.0362418637015989,0.0141304209593708,0.0180953225400766,0.0064248358454441,0.0309028260634435,0.0005502975238592,0.0020353963568033,0.0003552266377919,0.0009547912091227,0.0004135736698157,0.0010845098910013,0.0016437403245335,0.0088118692353852,0.0049465940968335,0.018364899534817,0.0343394801002712,0.0074211612930037
0.0071323165978279,0.0338480493369167,0.0131215859273615,0.0172110226273314,0.0066966139241354,0.0289950882320534,0.0007771941395209,0.0018686304228355,0.0008520987490423,0.0006583402426141,0.0009006646184352,0.0007662104266681,0.0025268426494652,0.0113745714630201,0.0033865759515855,0.0199484531969391,0.0397339415275316,0.0021490485517346
0.0078909844713316,0.0348114265026352,0.0127997542447185,0.0157720497198095,0.0089278141586204,0.031159345778376,0.0005433866824944,0.0020253640389323,0.0004992191712941,0.000240169865421,0.0009166859017925,0.0016959503588546,0.0044860893099632,0.0147445216729724,0.0091111441136997,0.0124401937684581,0.0556040546476649,0.0157636213452043
0.0067333039312395,0.0359188951347856,0.0138644720131767,0.0184423243967976,0.0090470064360403,0.0226475430812888,0.0006709172404798,0.0018736872478719,0.0004202776749381,0.0002198301864568,0.0011477440402242,0.0014810305899463,0.0017134959395286,0.0082935588075521,0.0052613856385217,0.0196410017696542,0.0320993281610615,0.0100910719241151
0.0073440742867802,0.0339709684103964,0.013620563782376,0.0176938225557311,0.0076444826328821,0.0303240733721279,0.0008923547152826,0.0024243875936328,0.0004141343215682,0.0006694189604084,0.0006661722780134,0.0013051758182767,0.0020068844163016,0.0120681124265353,0.004121072154616,0.0176882516401431,0.0357917492859546,0.0063561719064829
0.0070764697473841,0.0354149032996065,0.0129706901315098,0.0157236412808478,0.0094452698560824,0.0320383434894882,0.0010405222006336,0.0017618556145229,0.0006832526241171,0.0003547988405883,0.0011890101692472,0.0012842872590998,0.0032134326626792,0.0126843833677291,0.0045065365058749,0.0131149260973914,0.0463385587781448,0.0074481792925719
0.0083796307934672,0.0351401212334182,0.0134168577450823,0.0171549832653138,0.0083981248666797,0.0308898437282805,0.0009805926015268,0.0021264153952474,0.0004996819524372,0.0002391629297458,0.0013222222589506,0.0015641369670946,0.0015488833789944,0.0065999151250914,0.0047654266391161,0.0289814750411536,0.0235859625785117,0.0173387753969712
0.0079077700958184,0.035547845622816,0.0134506589477818,0.0162869367366516,0.0105776228273562,0.0219566926194773,0.0003056854684831,0.0016398311039556,0.0003495304949103,0.0017359221487522,0.0003810878885467,0.0011690614891271,0.0029113098565306,0.0137551771047828,0.005169048564245,0.0196797320407685,0.0311088436220648,0.0118443977775172
