Port2,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,Port3,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,Port4,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,Port1,R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,timestamp
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0004991433701481,0.0006286411287075,0.0003640696727414,0.0001212543059525,0.0016681593912953,0.0004778924103612,4,0.0010873906506369,0.000673604342323,0.0006115881770709,0.0004199075657475,0.0028995819672677,0.0003320709104222,1,0.0005546905464644,0.0008649030889062,0.0008667482854635,0.0111376682623232,0.0005312795059355,0.0002452927162609,1691407117.2099566
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0001159639041474,0.0004759827437216,0.0006708069767682,0.0003591861517072,0.0003132158940779,0.0005283570273281,4,0.0006763856521017,0.0003875648575255,0.0004980646204976,0.005324932719475,0.0023808514781992,0.0006810048608083,1,0.0006117789970397,0.0002970421052134,0.0014586317450778,0.0006371913421244,0.0012783973601605,0.0005570998983738,1691407117.3527813
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0003427778573593,0.000373049069942,0.0011874511586495,0.0004319096583205,0.0001514846571946,0.00024035045211,4,0.0005608142169993,0.0002919667878435,0.0005190498833409,8.937736119347234e-05,0.0021628832791386,0.0002131045125051,1,0.000253110775728,0.0002604856343084,0.0013819982838345,0.0001140846658127,0.0117273301911906,0.0001524955407253,1691407117.5556667
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0003126037942285,0.0001838311056863,8.124114897992152e-05,0.0004109518672625,0.0005942088053307,0.0009016142320888,4,0.0009910262572406,0.0005572228592208,0.0004901201338361,0.0052937221748728,0.0010414198718532,0.0003423979422157,1,0.000351689113576,0.0010090674803786,0.0017049911741131,0.0012169591039676,6.347104430013583e-05,0.0004211672422689,1691407117.7661366
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.000679216966079,0.0009026628011034,0.0004627567362803,0.0005005332931972,0.0005997864040657,4.116591521170062e-05,4,0.0005348472505668,0.000231963826633,0.0001727511851033,0.0004475085453994,0.0004469492273722,0.0009486950462465,1,0.0008067900092611,0.0015174442354417,0.0010846382254277,0.0002957934036887,0.0007507369421508,0.0006951144092281,1691407117.979705
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0005507074029338,0.0008246916642805,0.0005859453164189,0.0008907883664108,0.0002353349717981,0.0005755723635476,4,0.0006628803823069,0.0004576144667674,0.0003014576078253,0.0007105328321234,0.0014026286101731,0.000213848865351,1,0.0005783459191044,0.0006915277341346,0.000628107443808,0.0002067600230901,0.0004644717866599,0.0001165639017938,1691407118.1872396
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0016879104259695,0.0002885826654857,0.0003763506660879,0.0014770219692247,0.0003568167139228,0.0004255485927767,4,0.0008417991672585,0.0004500430803738,0.0008058380062536,0.0001217230333574,4.603208385609477e-05,0.0007305996923006,1,0.0004289408262832,0.0009803896578302,0.0013057666835197,0.0004938373786598,0.0008618422861366,0.0011372416386014,1691407118.4000866
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0007529084098965,0.0004819969558036,0.0005735589002834,0.0009219147431683,0.0007933145164418,0.0003598892879781,4,0.0006573586435693,0.000371736184183,0.0006042824774034,0.0061532365101057,0.0007693300719892,0.0002056829795894,1,0.0001063640278219,0.0002025038712665,0.001315950331297,0.0006291157143228,0.0006417147027555,0.0009463460585017,1691407118.6106322
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0004175124076337,0.0007156197829081,0.0005538202520989,0.0008073217625287,0.000353541169109,6.533081354998703e-05,4,0.000496041071407,0.0003418173189469,0.0008581112970352,0.0004740678262112,6.996727294801311e-05,0.0006956331559074,1,0.0009679437361408,0.0009949555752335,0.0029347218089155,0.0106029022263974,0.0007101010381464,0.0007702527168353,1691407118.822854
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0004584626427217,0.0006215272166768,0.0010106742359429,0.0005960639986762,0.0003315189412186,0.000310452006324,4,0.0005636803819498,0.0003189853306302,0.0003806378508334,0.000673071163141,0.0008675276589505,0.0010109016646416,1,0.0005834979089185,0.0003321008296642,0.0021507869406797,0.009815382471101,0.0008252656736519,0.0001569651183637,1691407119.0363772
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0004705652052793,0.0006891088754122,0.0004125440963227,0.0002692247468802,0.000877909633952,0.0002992562375249,4,0.0013060151531714,0.0004430191631926,0.0009160542538628,0.0005711649217007,0.0030916086938509,0.000417438458196,1,0.0009990149712383,0.0009409274458373,0.0027242040352544,0.0097663116937909,0.0005897823278566,0.0001021642463735,1691407119.2446923
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0006142794038811,0.0002034002418428,0.0010926816987616,0.0010888085614323,0.0005099590411097,0.0006255965062687,4,0.0007555222252728,0.0001475987113983,0.0002226311312947,0.0045756852660646,0.003387283730402,0.000775426065606,1,0.0001387359055765,0.0005854976448942,0.0043827662618159,0.0099825604668643,0.000504753796493,0.0004641752339489,1691407119.454317
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0002302997823782,0.0006688246964321,0.0004159521821371,0.00058922290102,0.0009016908958524,0.0004892286288178,4,0.0010538838147896,0.0001899735710667,0.0003997824703622,0.0004081032158329,0.0042471537699011,0.0007485744895994,1,0.0012468548087449,0.0011259039883122,0.0039000404044185,0.009840388892169,0.0004149660149058,0.0005259428959604,1691407119.6667745
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0008656550909825,0.0002959394590729,0.0002048620147802,0.0004086549856725,0.0001476411571635,8.294609671594506e-05,4,0.0004690116938685,0.0003017144804666,0.0003600888339153,0.0003120827843277,0.0029683279408709,0.0010816306663926,1,0.0003356230770266,0.0002973831325179,0.0025809681986003,0.0009680638635603,0.000619158472001,0.0002205337861509,1691407119.873163
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0008531064934541,0.0009224723772565,0.001155411647751,0.000875461641867,0.0005184716410011,0.0001096961790999,4,0.0005757838000924,0.0004378548649484,0.0002391197352141,0.0003660721277038,0.0019468513475813,0.0006345525944158,1,0.0014319131046396,0.0010589937906958,0.0024455928948678,0.0007665829328129,0.0006018377114519,0.0002543832717967,1691407120.0839546
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.000931507293376,0.0003529858686343,0.0008979664113867,0.0006680681846422,0.0009382302069782,0.0003571657795323,4,0.000849882818157,0.0005150342356132,0.0007626275294353,0.0002101311762779,0.001937871078088,0.0007156554788722,1,0.0016869357621609,0.0010082325210037,0.0016935658554091,0.0003147399352699,0.0004211497886186,0.0004687257727366,1691407120.2952783
2,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0005759019473951,0.0008157700755305,0.0007246977575532,0.0005774484550741,0.0005028820421275,0.0004098306235605,4,0.0009896555266422,0.0004210692261387,0.0006737258311806,0.0051690806273196,0.0004309491845407,0.0008018231534133,1,0.0018117110451326,0.001222769384349,0.0009985191960322,0.0004675864840947,0.0002501780016481,0.0011139911495631,1691407120.5062988
