R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R1_7,R1_8,R1_9,R1_10,R1_11,R1_12,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R2_7,R2_8,R2_9,R2_10,R2_11,R2_12,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R3_7,R3_8,R3_9,R3_10,R3_11,R3_12,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R4_7,R4_8,R4_9,R4_10,R4_11,R4_12
0.021479508548844405,-0.17761989342806395,0.049692650953850434,-2.0048115477145148,0.05435964340073929,-2.573340195573855,0.03334177991757912,0.5384449709239716,0.02237451810881623,-0.26310942721077696,0.03710396158997896,-2.433600',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.004678892300321253,0.5305321237200913,0.053569037096558185,-0.5196964972456086,0.024189763859525204,0.5963384817222255,0.030385623953595075,-0.32625362957162896,0.04281481735198917,-1.2899896800825594,0.12726370311923335,-0.625800',0.05426524853483829,-1.0032102728731942,0.08284866862189524,0.5124263387138099,0.016897714753056795,0.37976606410451164,0.1900598688586905,0.3413435281267067,0.24713325425069196,0.3064100992768722,0.3699866804795028,2.415000'
0.020392847820412424,-0.17681589928566377,0.04773224121965423,-2.037905033625433,0.05545542769998614,-2.3832221163012393,0.03430025759493454,0.5595970900951315,0.021556741655385302,-0.2616088947024199,0.03752922588465767,-2.478400',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.005146685688816972,0.5139802631578947,0.0541248552160123,-0.5209690023443605,0.024238663577045017,0.5879586077140169,0.030378700885235345,-0.3231539828728389,0.04311366918881631,-1.2640626975097964,0.12693577050012694,-0.636400',0.054088261224666416,-1.00664384940608,0.0825497981657435,0.5126627704296114,0.015691640435474406,0.3873416740907154,0.19467751669359704,0.34310025389418786,0.24844720496894407,0.30590394616090544,0.3681342953909586,2.418000'
0.02070564850091105,-0.1781039058186546,0.046715001121160026,-2.163565556036348,0.06022681418221021,-2.655337227827934,0.033486702430464865,0.5653550429669832,0.02166729862954336,-0.2604166666666667,0.03817012424375441,-2.557600',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.004068780289526268,0.5281504172388296,0.05470669008113002,-0.5225206395652628,0.023830460571311465,0.5948132286462051,0.030700461734944492,-0.32538313864575535,0.04303074116148577,-1.2447099825740602,0.12790177143953443,-0.625400',0.05510279426269706,-1.0029084344599337,0.08308684236764266,0.5126627704296114,0.017028319798657147,0.38839476443857535,0.19355463079454174,0.3393511605809692,0.26404731727925645,0.30553942986342386,0.37125037125037125,2.430500'
0.028300071316179717,-0.1755556335802816,0.044383491116644254,-2.109704641350211,0.0634900479349862,-2.781641168289291,0.029225409740244557,0.5475251861585633,0.020561746926018833,-0.2609126725285047,0.037432714695335136,-2.588600',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0047161824955113734,0.5221659443371103,0.05479572155006137,-0.5207790855119259,0.02474867718320456,0.5964807634953773,0.02998797482209634,-0.3258178026847387,0.04356501206750834,-1.2341108231519191,0.12695349693407304,-0.631800',0.05466482263998295,-0.9901970492127933,0.08279173738460902,0.5135843048636434,0.020222487810895473,0.3813300793166565,0.18617120303831403,0.3386501405398083,0.2531773760696744,0.30712530712530717,0.3675659780930677,2.420400'
0.02367116024191926,-0.17667844522968199,0.04489861891848206,-2.12630236019562,0.06355662895640016,-2.7847396268448903,0.029404759454365284,0.545881325399858,0.02021177902057761,-0.2608786392570176,0.03764337420148992,-2.586800',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.004452050525431003,0.5281225244256668,0.05524190429892499,-0.5209147262593113,0.023438360627304283,0.5985873338920148,0.030043743690813828,-0.3233838890146493,0.04371508257779099,-1.2335019119279635,0.12612408087076066,-0.637000',0.054746523595751675,-1.0049241282283188,0.08345782458834428,0.5140066820868672,0.02213579424336535,0.37841519715431776,0.18625789267820222,0.3389945421878708,0.2527678074920378,0.3077491229149997,0.3637421795431398,2.412700'
0.023521940089618592,-0.17688783542355793,0.04436596598017729,-2.198285337436799,0.061878124845304694,-2.600780234070221,0.030400773395675183,0.5536178929302995,0.02002703649927402,-0.26105570928836214,0.03719380202483059,-2.553000',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0041675470609833,0.5260942760942761,0.05536761326829485,-0.5194535348813049,0.02382574800935875,0.5918560606060607,0.02953398327785867,-0.32504469364537625,0.04388775268373608,-1.218026796589525,0.12514391550282825,-0.638700',0.055190988415411535,-1.006947940791461,0.08321129010784184,0.512610211195407,0.022868171849737814,0.3779146668682211,0.19110227793915302,0.3388796638313735,0.2534982762117218,0.30798607902922787,0.362515860068878,2.410800'
0.02362256805661857,-0.17703501752646672,0.04384388070956936,-2.137208805300278,0.06435627634585063,-2.81135788585887,0.028081920578712217,0.5390544984097893,0.019604537274106718,-0.26525198938992045,0.0372676825836939,-2.582500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.004387078999447667,0.5060216577269507,0.05609059753313553,-0.5246589716684156,0.024088143334088093,0.5984440454817475,0.02943695927985423,-0.327139492279508,0.04295218991740294,-1.2174336498660823,0.12517524534348087,-0.640800',0.05473993058976801,-1.009387301907742,0.08271093355830708,0.5134260923140114,0.023924189029802364,0.3801847697981219,0.18562863136010097,0.33896007050369464,0.2534276084036595,0.30798607902922787,0.3620826996886089,2.408700'
0.028949006325357882,-0.17500262503937558,0.044388613432882196,-2.18435998252512,0.06601008634119293,-2.876042565429968,0.02625147336394255,0.5364231305653899,0.01882119115554585,-0.2681899857859308,0.03637580572409679,-2.560100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.00443107245246567,0.5008514474606832,0.05637518815219046,-0.5357908272610373,0.024192280243374338,0.594000594000594,0.029808302804663213,-0.32340480579541414,0.04400362589877406,-1.243935812912054,0.1239587465291551,-0.645600',0.05440489208789654,-0.9907856930545922,0.0837205408346938,0.5129783523135324,0.023779177050240644,0.3773015393902807,0.19061779226473,0.33875338753387535,0.2527550298250935,0.3078912528095077,0.362515860068878,2.411400'
0.023738308882875186,-0.17711654268508678,0.044228021990172534,-2.2021581149526535,0.06486682840129215,-2.8401022436807724,0.026387243351074355,0.5406866720735334,0.018841830370769537,-0.2668018462687762,0.036897645930189654,-2.550100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0045704256894487155,0.5068937550689375,0.055790806790857,-0.5201289919900135,0.024364097066562715,0.5964807634953773,0.029436266068521743,-0.3262323426744527,0.043215585268671294,-1.2121212121212122,0.12514234942246805,-0.640400',0.054430062812292485,-0.9949258780220872,0.083162849491875,0.513874614594039,0.024275733491287442,0.37827205326070507,0.1856699901594905,0.33889114816321,0.2523850386149109,0.3078912528095077,0.36193854283542654,2.408000'
0.023651341385826696,-0.17615247758459723,0.04474252911620082,-2.2007042253521125,0.064853366538257,-2.8121484814398197,0.026133132630874727,0.5313496280552604,0.019846388949530634,-0.26753705388196264,0.036370513697135454,-2.561400',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.004275523270604281,0.5134788189987163,0.05499188869641728,-0.5226025607525477,0.02356234360494432,0.6030635628995297,0.029744022938590492,-0.32820243526206966,0.04348355451968066,-1.2046741356463078,0.1254343163202589,-0.639300',0.05463973292098548,-0.9979044007584074,0.08362392647784385,0.5134524543027316,0.024150447628546796,0.37802895701810757,0.1861123001619177,0.33905201057842277,0.2518511056263537,0.3077775383952479,0.36159826432833125,2.407200'
